ImageID,SourceSplit,CandidateCategory,MatchedClasses,Subset,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation,SourceDataset,RealSynthetic,IsNegativeCandidate,ReviewStatus,NegativeBatch,IsNegative,CanonicalClass,CanonicalPlateInstanceCount
04e2cd7a942d424c,test,road_gate_scene,Stop sign,test,https://c5.staticflickr.com/9/8382/8560913618_0ef27af623_o.jpg,https://www.flickr.com/photos/67238971@N04/8560913618,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/67238971@N04/,Gloria Cabada-Leman,Stop sign outside Bozeman MT,1980309,ueQ2Xczwg6ve8B9/y0lCvA==,https://c7.staticflickr.com/9/8382/8560913618_01d706312f_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
05d4a1a8d2d10d3d,validation,road_gate_scene,Stop sign,validation,https://c6.staticflickr.com/4/3058/2587509063_7f2742c43b_o.jpg,https://www.flickr.com/photos/17258892@N05/2587509063,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/17258892@N05/,ralphbijker,stock11,2768537,dbuy+SQdPb5ooyhJ1OH9eg==,https://c5.staticflickr.com/4/3058/2587509063_6b7a4b0c0d_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
05f71f870920c816,test,road_gate_scene,Stop sign,test,https://farm7.staticflickr.com/5307/5572288509_1d7faf5247_o.jpg,https://www.flickr.com/photos/notthe1s/5572288509,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/notthe1s/,Eric Steuer,Stop - Hammertime.,59966,9JvyfqdAStf4yFI8QDUjHw==,https://c5.staticflickr.com/6/5307/5572288509_ee60426fde_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,2,True,license_plate,0
060549b24a2a7b8a,validation,heavy_equipment_candidate,Truck,validation,https://c3.staticflickr.com/8/7182/6936766929_fb8bba83d0_o.jpg,https://www.flickr.com/photos/fanofretail/6936766929,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/fanofretail/,Nicholas Eckhart,"Medina, Ohio Kmart closing (former Super Kmart)",227319,poktsy8M2Hfn/4M6f0Jakg==,https://c3.staticflickr.com/8/7182/6936766929_69ac2ea70f_z.jpg,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0660c06266751279,validation,road_gate_scene,Traffic light,validation,https://c2.staticflickr.com/4/3259/2636098407_99e83ca1c9_o.jpg,https://www.flickr.com/photos/bexross/2636098407,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bexross/,Bex Ross,Traffic Tree,2559377,xw5b4QHx3MfxNMQ655kkUg==,https://c5.staticflickr.com/4/3259/2636098407_1263145b45_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
06c31185481982c0,test,barrier_background,Window,test,https://farm1.staticflickr.com/8455/8058155132_2d8df55658_o.jpg,https://www.flickr.com/photos/davidnezell/8058155132,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/davidnezell/,David Ezell,"Greenville, MO (W) Truck",1618838,e6IHYcisZSN4lMIllTNN5g==,https://c1.staticflickr.com/9/8455/8058155132_fa29ab120b_z.jpg,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
06c3a4d6d83885cc,test,vehicle_no_visible_plate_candidate,Car,test,https://c5.staticflickr.com/5/4106/5002281959_6ac276ae9f_o.jpg,https://www.flickr.com/photos/seat850/5002281959,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/seat850/,Craig Howell,2010_0619Bild0029,2538223,yphIZBYLfBk3Ygw4+ZdzyA==,https://c4.staticflickr.com/5/4106/5002281959_0191b87466_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
06cad6838bb43a0c,test,road_gate_scene,Stop sign,test,https://c5.staticflickr.com/7/6226/6264442425_c1b8061c87_o.jpg,https://www.flickr.com/photos/andresmusta/6264442425,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/andresmusta/,andres musta,rural life,269608,JsckrdUrcEuY52jNx+pwqQ==,https://c8.staticflickr.com/7/6226/6264442425_56fc10a285_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
07937fe4aeb1a4e4,test,road_gate_scene,Traffic sign,test,https://farm5.staticflickr.com/2427/3609708661_76c46ccbaa_o.jpg,https://www.flickr.com/photos/shimelle/3609708661,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/shimelle/,Shimelle Laine,a day for red,36886,o1yff+BC5+jDVwEsRBQ7mg==,https://c5.staticflickr.com/3/2427/3609708661_6e02bfc23a_z.jpg?zz=1,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0886a4ed78b45997,test,road_gate_scene,Traffic sign,test,https://farm8.staticflickr.com/1425/906092208_6b1d0424dd_o.jpg,https://www.flickr.com/photos/peterito/906092208,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/peterito/,Peter Miller,"A strange, but possibly effective way to give cyclists priority",228613,3ynpr4N6Cho9vmWuwuxzxA==,https://c3.staticflickr.com/2/1425/906092208_5e711b474a_z.jpg?zz=1,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
08a3f4151684cb4e,test,heavy_equipment_candidate,Truck,test,https://c7.staticflickr.com/9/8192/8429749857_dc0ed8a75c_o.jpg,https://www.flickr.com/photos/76969036@N02/8429749857,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/76969036@N02/,David Guo,image.gen,11331,i7zeBkmp7JVkQtDocY2kyg==,,,open_images_v7,REAL,True,accepted_negative,2,True,license_plate,0
08bf84bb9662086d,test,road_gate_scene,Traffic sign,test,https://c6.staticflickr.com/3/2246/1581464496_bfe7daf608_o.jpg,https://www.flickr.com/photos/boboroshi/1581464496,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/boboroshi/,John Athayde,Really? how far does a humped pelican hump?,829592,+3qLYaUZj9OonE89IwQ46g==,https://c6.staticflickr.com/3/2246/1581464496_4e6e75f7ec_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
08ec3db34110d2f0,validation,vehicle_no_visible_plate_candidate,Car,validation,https://farm1.staticflickr.com/7430/16573984076_20ab7f4f6b_o.jpg,https://www.flickr.com/photos/projectedimages/16573984076,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/projectedimages/,Ian Weddell,"Similar lines, subtly different",1798246,wpVBWYJyaYPFenJGmopkaQ==,https://c1.staticflickr.com/8/7430/16573984076_d6795240cd_z.jpg,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0957f5ff3cb3a2bb,validation,road_gate_scene,Stop sign,validation,https://c4.staticflickr.com/2/1337/865250685_7e6b63ff8e_o.jpg,https://www.flickr.com/photos/benjosephs/865250685,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/benjosephs/,Benjamin Pecka,Stop Bush,1797567,Hv779PQDjsESwlRmCzkQ4Q==,https://c4.staticflickr.com/2/1337/865250685_fe826ee3f8_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
09a2b6b7a21899b1,validation,heavy_equipment_candidate,Truck,validation,https://farm2.staticflickr.com/3362/3206910370_aea6456fd8_o.jpg,https://www.flickr.com/photos/whita/3206910370/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/whita/,Whit Andrews,Plows on a Sunday Morning,3254920,Iq4PoQsWd6fwV/mHaBW8qg==,https://c5.staticflickr.com/4/3362/3206910370_75af746d68_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0b4854f95ff858c7,test,vehicle_no_visible_plate_candidate,Motorcycle,test,https://farm8.staticflickr.com/225/523706069_19b2993a17_o.jpg,https://www.flickr.com/photos/mikeshelby/523706069,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mikeshelby/,Mike Shelby,Steve Lamson,2850428,h5LrlNab80plAy3csGB8Yw==,https://c2.staticflickr.com/1/225/523706069_8e5efbb699_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0b67618ee472538f,test,road_gate_scene,Traffic light,test,https://c8.staticflickr.com/3/2876/9539412995_84536face5_o.jpg,https://www.flickr.com/photos/98552965@N05/9539412995,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/98552965@N05/,Josbert Lonnee,LED sein,505224,O0I0ZbkBoq3LJLnc5ntpEw==,https://c2.staticflickr.com/3/2876/9539412995_3d0e049997_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0b7703708dce49d3,test,vehicle_no_visible_plate_candidate,Car,test,https://farm4.staticflickr.com/7513/15576569098_4904786461_o.jpg,https://www.flickr.com/photos/spoolsociety/15576569098/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/spoolsociety/,Yomar Lopez,Marina Nautica con Josh y Nathan,11345797,svZx8sZBouulHwt5+gBl5g==,https://c4.staticflickr.com/8/7513/15576569098_6991cd4e97_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0be2d33cb3284846,test,vehicle_no_visible_plate_candidate,Car,test,https://farm7.staticflickr.com/5144/5601849762_47be29995c_o.jpg,https://www.flickr.com/photos/ferrarimanf355/5601849762,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ferrarimanf355/,Alex Nigro,DSC00278,5718792,rTeEQALoO1GUMb4gDr8BPA==,https://c3.staticflickr.com/6/5144/5601849762_41b020f71d_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0bf08316ef70dfc5,test,heavy_equipment_candidate,Truck,test,https://farm6.staticflickr.com/726/21228562228_34094156bd_o.jpg,https://www.flickr.com/photos/truckhardware/21228562228,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/truckhardware/,Truck Hardware,Gatorback 14&quot; Offset FX4,162861,oI5Q1XC2jYF8mSDyzK+1Ig==,https://c8.staticflickr.com/1/726/21228562228_05c37ce5bf_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,2,True,license_plate,0
0c127cd585c05f7e,test,road_gate_scene,Traffic sign,test,https://c7.staticflickr.com/1/17/98488805_d99faed9dd_o.jpg,https://www.flickr.com/photos/tyger_lyllie/98488805,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tyger_lyllie/,Kat,watch out for children on see-saws,44489,ENSGIYEPfIEF6Rydpq3/cQ==,https://c5.staticflickr.com/1/17/98488805_d99faed9dd_z.jpg?zz=1,0.0,open_images_v7,REAL,True,accepted_negative,2,True,license_plate,0
0cd3f9eba856a179,validation,heavy_equipment_candidate,Truck,validation,https://c2.staticflickr.com/4/3850/14896645338_dd000543cd_o.jpg,https://www.flickr.com/photos/mujitra/14896645338,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mujitra/,MIKI Yoshihito,Chevrolet Silverado.,1994784,dI7fIgiNXwOjRxUBYVgRkg==,https://c2.staticflickr.com/4/3850/14896645338_18da946cc7_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0cdcbed35382917a,test,vehicle_no_visible_plate_candidate,Car,test,https://c3.staticflickr.com/2/1104/4602206031_1323bcb99f_o.jpg,https://www.flickr.com/photos/josiahmackenzie/4602206031,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/josiahmackenzie/,Josiah Mackenzie,Dubai,2875339,Ov/IgY++nFdR3QrsrtNytw==,https://c8.staticflickr.com/2/1104/4602206031_19e3e9f327_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0e45c6e68cfc3980,test,heavy_equipment_candidate,Truck,test,https://farm1.staticflickr.com/8545/8603563744_cb70fb5c68_o.jpg,https://www.flickr.com/photos/iluvcocacola/8603563744,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/iluvcocacola/,Bill &amp; Vicki T,Rick's Restoration - Ford Truck,5178224,jGIOx/zvNRuNUlyJYqfmdQ==,https://c3.staticflickr.com/9/8545/8603563744_4ba6ed18b9_z.jpg,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0e88c20dd40e6b87,test,road_gate_scene,Traffic light,test,https://farm8.staticflickr.com/8642/16363820491_2f9317da9f_o.jpg,https://www.flickr.com/photos/87079797@N02/16363820491,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/87079797@N02/,hakzelf,TRAKISZKI,1476915,YZh/ye+7PrlBPI0q1YgQyA==,https://c7.staticflickr.com/9/8642/16363820491_3cab37210e_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0ec0403ce2dee348,validation,heavy_equipment_candidate,Truck,validation,https://c1.staticflickr.com/5/4139/4857637735_3b85b25705_o.jpg,https://www.flickr.com/photos/locosteve/4857637735,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/locosteve/,Loco Steve,Tax Dollar assignment,886807,DM3k8dLcGff/cb5KMF/i5A==,https://c6.staticflickr.com/5/4139/4857637735_c679bbec21_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,2,True,license_plate,0
0f739ac580276e5f,test,road_gate_scene,Stop sign,test,https://c8.staticflickr.com/3/2594/4007166515_fd679f1360_o.jpg,https://www.flickr.com/photos/mwhyte/4007166515,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mwhyte/,Michael Whyte,Stop Please!,3568640,Gwn2h9dvKBWxtPVpBEQ9Dw==,https://c4.staticflickr.com/3/2594/4007166515_9ab302be89_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0f8f5bc9b71be618,test,road_gate_scene,Traffic light,test,https://c1.staticflickr.com/6/5571/14699039780_af221e6158_o.jpg,https://www.flickr.com/photos/paintballphotos/14699039780,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/paintballphotos/,Carter Brown,Paris and Spain 2014,2032035,fvYjZdz/u2T59OOjHuRLCw==,https://c3.staticflickr.com/6/5571/14699039780_49071bc614_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
0fb7f1a6866f3e83,validation,vehicle_no_visible_plate_candidate,Car,validation,https://farm4.staticflickr.com/7267/6955070648_2ff635d4c1_o.jpg,https://www.flickr.com/photos/rocketboom/6955070648,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rocketboom/,Parker Knight,"PSU Fri March 23, 2012 96",3533321,mox3DmB0jWiKLQeFYdBizQ==,https://c3.staticflickr.com/8/7267/6955070648_06932e0868_z.jpg,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
11774b26be2ea95e,test,heavy_equipment_candidate,Truck,test,https://c7.staticflickr.com/1/160/348493967_9c3ec1eab8_o.jpg,https://www.flickr.com/photos/chrisandbabs/348493967,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/chrisandbabs/,Chris Baranski,Sarah_2007-01-06 2-01-25 PM_0006,97608,//AupV5+U3SaJE8vtgjlsw==,https://c1.staticflickr.com/1/160/348493967_9c3ec1eab8_z.jpg?zz=1,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
11f73ded58b9fb69,test,heavy_equipment_candidate,Truck,test,https://c2.staticflickr.com/9/8064/8228141146_58b66ba850_o.jpg,https://www.flickr.com/photos/animal_il/8228141146,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/animal_il/,אנונימוס לזכויות בעלי-חיים,עופות גוססים על משאית חונה,118166,nZgw+ARyEyYuQXfkhlu9Tg==,https://c1.staticflickr.com/9/8064/8228141146_40d9664d4c_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
128d2a21f6107e4f,test,heavy_equipment_candidate,Truck,test,https://c8.staticflickr.com/4/3749/12191533013_9a87a5fde8_o.jpg,https://www.flickr.com/photos/ncdot/12191533013,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ncdot/,NCDOTcommunications,NCDOT Plow at Work,1904640,4KEUoQtJVl7uEDoE14l+zw==,https://c3.staticflickr.com/4/3749/12191533013_771ffa0d8c_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
133484dd5ad21615,test,vehicle_no_visible_plate_candidate,Car;Truck;Van,test,https://farm6.staticflickr.com/3632/3487510005_f5b6a35803_o.jpg,https://www.flickr.com/photos/seat850/3487510005,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/seat850/,Craig Howell,Studebaker light truck,5011184,8PC92XJVQFtRj57BBR+hiw==,https://c8.staticflickr.com/4/3632/3487510005_e38eeaa712_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
13c7d83654e4f3d4,test,vehicle_no_visible_plate_candidate,Car,test,https://farm5.staticflickr.com/2894/12092498754_3726f0c5b6_o.jpg,https://www.flickr.com/photos/24292386@N08/12092498754,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/24292386@N08/,El Garro,#posMeDuermo #enLaCaja,186628,TVFhuChQihuOPQ1wDwtC5Q==,https://c6.staticflickr.com/3/2894/12092498754_2684fdd573_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
15826e408ef990a4,test,road_gate_scene,Traffic light;Traffic sign,test,https://farm5.staticflickr.com/7478/15499046069_0e2937ed4b_o.jpg,https://www.flickr.com/photos/richmenga/15499046069,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/richmenga/,Rich Menga,Traffic Light Lean,4454228,AP9bU5abs4Q8oOBXreJRuA==,https://c4.staticflickr.com/8/7478/15499046069_e1161374be_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
1583b3e785efabea,test,vehicle_no_visible_plate_candidate,Car,test,https://c3.staticflickr.com/8/7320/16476008536_5eaafcfc5f_o.jpg,https://www.flickr.com/photos/128326674@N06/16476008536,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/128326674@N06/,Yahya S.,Porsche Macan Turbo,4694765,VgoEQM5YrkP0Fp9mIhczlQ==,https://c6.staticflickr.com/8/7320/16476008536_d1e14527a7_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
164a8e45bc699350,test,heavy_equipment_candidate,Truck,test,https://farm1.staticflickr.com/8026/7251256350_3551da12c1_o.jpg,https://www.flickr.com/photos/skullycollins/7251256350,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/skullycollins/,Phillip Roberts,Staffordshire Fire and Rescue Driver Training Vehicle,1374571,BVQoHrkZvBMNzNJs+mQneg==,https://c5.staticflickr.com/9/8026/7251256350_aed199fa22_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
166c696dc8512207,test,vehicle_no_visible_plate_candidate,Car,test,https://farm8.staticflickr.com/4117/4879393993_b6061fd29d_o.jpg,https://www.flickr.com/photos/trixer/4879393993,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/trixer/,Thomas Ricker,"Go Sebastiaan, go",2751122,0TIwGjxgJfbLabNZiGlcZQ==,https://c3.staticflickr.com/5/4117/4879393993_e5210d203a_z.jpg,,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
17204d61674438dc,test,text_like_object,Traffic sign,test,https://c5.staticflickr.com/5/4083/4834881247_7479d7ece2_o.jpg,https://www.flickr.com/photos/avijeet/4834881247,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/avijeet/,Avijeet Sachdev,Newark Airport.,3916687,/H2Z/BHddf7uiT9LrG778Q==,https://c8.staticflickr.com/5/4083/4834881247_5b4d2bda65_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
182f8c415e97b719,test,heavy_equipment_candidate,Truck,test,https://c2.staticflickr.com/7/6076/6114026076_444618c31d_o.jpg,https://www.flickr.com/photos/popculturegeek/6114026076,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/popculturegeek/,The Conmunity -  Pop Culture Geek,Call of Duty XP 2011 - military vehicles,321359,seITeeZPBHJfKYTueGAqSw==,https://c5.staticflickr.com/7/6076/6114026076_67e0756b4e_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
1858c0edbff1ae49,validation,road_gate_scene,Traffic light,validation,https://c2.staticflickr.com/3/2579/5768622718_948ab37610_o.jpg,https://www.flickr.com/photos/markfickett/5768622718,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/markfickett/,Mark Fickett,Untitled,655099,e21F2QbdAzvnamD6NkNacA==,https://c2.staticflickr.com/3/2579/5768622718_c81b56c2be_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
18e19684837166f2,test,road_gate_scene,Stop sign,test,https://farm3.staticflickr.com/3267/3171412938_ae832be5d2_o.jpg,https://www.flickr.com/photos/84299143@N00/3171412938,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/84299143@N00/,Charles Stanford,Stop-Hammertime,2275684,Kq+KiyDYRptj86XTE146ng==,https://c3.staticflickr.com/4/3267/3171412938_91333b30ac_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
1920bcb71692fd81,validation,text_like_object,Poster,validation,https://farm2.staticflickr.com/5140/5510269305_d4c67b9a86_o.jpg,https://www.flickr.com/photos/brqnetwork/5510269305,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/brqnetwork/,BRQ Network,Libya,56567,dD2xblWT0l0h9pSvlWc6rA==,https://c2.staticflickr.com/6/5140/5510269305_a1a42d33bf_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
19236c7246a7c659,test,heavy_equipment_candidate,Truck,test,https://c2.staticflickr.com/3/2938/14487534153_b69f84c6d8_o.jpg,https://www.flickr.com/photos/carlwwycoff/14487534153,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/carlwwycoff/,Carl Wycoff,DMPD Metro Star,4420384,vnvtyV/XHGHQRFeeerPTPA==,https://c5.staticflickr.com/3/2938/14487534153_01ed313f32_z.jpg,0.0,open_images_v7,REAL,True,accepted_negative,1,True,license_plate,0
