source_dataset,source_group,source_split,filename,source_image_path,image_width,image_height,plate_instance_count,real_synthetic,allowed_split,canonical_class,review_status
kaggle_plate_license_recognition,011d8b71-8bb9-4c8e-8b10-89952740b973_jpg,train,011d8b71-8bb9-4c8e-8b10-89952740b973_jpg.rf.51fedf0fa1fd36dcd78f4d9c6f9dd278.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/011d8b71-8bb9-4c8e-8b10-89952740b973_jpg.rf.51fedf0fa1fd36dcd78f4d9c6f9dd278.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,011d8b71-8bb9-4c8e-8b10-89952740b973_jpg,valid,011d8b71-8bb9-4c8e-8b10-89952740b973_jpg.rf.909cd75e07aeea78dabbad983e5102d0.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/011d8b71-8bb9-4c8e-8b10-89952740b973_jpg.rf.909cd75e07aeea78dabbad983e5102d0.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg,valid,01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg.rf.7b0af15ce526dd9c521d356dcc43ff47.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg.rf.7b0af15ce526dd9c521d356dcc43ff47.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg,valid,01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg.rf.bfb84b80f431188edbef89b2195d2594.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg.rf.bfb84b80f431188edbef89b2195d2594.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg,train,0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg.rf.4176405f1e215847ca13c52fa625e30d.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg.rf.4176405f1e215847ca13c52fa625e30d.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,reject_plate_or_ocr_crop
kaggle_plate_license_recognition,0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg,train,0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg.rf.78131ac79716f37ab75531b1938eef39.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg.rf.78131ac79716f37ab75531b1938eef39.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,018b680a-02bd-4b03-9548-972c21879ea1_jpg,train,018b680a-02bd-4b03-9548-972c21879ea1_jpg.rf.6b45de3cef18476d8812dea9912dcba7.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/018b680a-02bd-4b03-9548-972c21879ea1_jpg.rf.6b45de3cef18476d8812dea9912dcba7.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,018b680a-02bd-4b03-9548-972c21879ea1_jpg,train,018b680a-02bd-4b03-9548-972c21879ea1_jpg.rf.dd45ae788e8130c0d39c7b36380bd3a2.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/018b680a-02bd-4b03-9548-972c21879ea1_jpg.rf.dd45ae788e8130c0d39c7b36380bd3a2.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,640,640,19,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg,train,01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg.rf.284f19117da30f8006194b5b25689ef4.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg.rf.284f19117da30f8006194b5b25689ef4.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg,train,01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg.rf.45eba13475d2e2f7d46725ea143fea03.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg.rf.45eba13475d2e2f7d46725ea143fea03.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg,valid,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.b7e4beaacb5c7ecdc115a9c239fe1b4f.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.b7e4beaacb5c7ecdc115a9c239fe1b4f.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg,valid,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.db1e5aa452784ccb72100c4a32b86d75.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.db1e5aa452784ccb72100c4a32b86d75.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01cdfe7b-5725-4856-a056-537115fe6d50_jpg,train,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.0aa15a4a302da11b5a0059da460bec0b.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.0aa15a4a302da11b5a0059da460bec0b.jpg,640,640,4,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01cdfe7b-5725-4856-a056-537115fe6d50_jpg,train,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.27bcb1ef213602c544ad9b572436d3bd.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.27bcb1ef213602c544ad9b572436d3bd.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01cdfe7b-5725-4856-a056-537115fe6d50_jpg,valid,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.df4bad298b50ccc29a75378d02206e64.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.df4bad298b50ccc29a75378d02206e64.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01d7623e-50ea-4903-8c12-27200f246ac4_jpg,train,01d7623e-50ea-4903-8c12-27200f246ac4_jpg.rf.88db14c57b2b41423f57fdf955960219.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01d7623e-50ea-4903-8c12-27200f246ac4_jpg.rf.88db14c57b2b41423f57fdf955960219.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg,train,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.43eb19f25a6ea673ed2b395b55c9007f.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.43eb19f25a6ea673ed2b395b55c9007f.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg,train,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.c295ebf5433f86a3774a15ddb6449a8e.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.c295ebf5433f86a3774a15ddb6449a8e.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg,train,01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg.rf.18d0219f0031a40a3a9fac280271e89b.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg.rf.18d0219f0031a40a3a9fac280271e89b.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01e1b559-79ad-4697-9c16-ea2c88938531_jpg,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.0a7602ae8aef4129e3ba9d825f61e12d.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.0a7602ae8aef4129e3ba9d825f61e12d.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01e1b559-79ad-4697-9c16-ea2c88938531_jpg,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.3beb1231d5ced3a6ad197125de46239f.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.3beb1231d5ced3a6ad197125de46239f.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01e1b559-79ad-4697-9c16-ea2c88938531_jpg,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.437e7315632aa6be25a0e9f6112f7f24.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.437e7315632aa6be25a0e9f6112f7f24.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,01e1b559-79ad-4697-9c16-ea2c88938531_jpg,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.f5889721bcbe98e032a9ee51e5a247d5.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.f5889721bcbe98e032a9ee51e5a247d5.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01ed0581-ce61-4d8d-9b2d-4093141774bb_jpg,train,01ed0581-ce61-4d8d-9b2d-4093141774bb_jpg.rf.0e28f789d2e79e8b56373295d4eb1545.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01ed0581-ce61-4d8d-9b2d-4093141774bb_jpg.rf.0e28f789d2e79e8b56373295d4eb1545.jpg,640,640,2,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,01f83ff8-e022-46ec-aa6f-b1e8da17ef73_jpg,train,01f83ff8-e022-46ec-aa6f-b1e8da17ef73_jpg.rf.afd500fcbae22cdbd4238a87d7cd6baa.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/01f83ff8-e022-46ec-aa6f-b1e8da17ef73_jpg.rf.afd500fcbae22cdbd4238a87d7cd6baa.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,valid,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.1e27c5f5c1041df09c2ce6741a99e5dd.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.1e27c5f5c1041df09c2ce6741a99e5dd.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,valid,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.2984f9c0c7cde1c52b1f8e36c62daab0.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.2984f9c0c7cde1c52b1f8e36c62daab0.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,train,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.33afcddb997d7c3ff8e1627e5f165a3d.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.33afcddb997d7c3ff8e1627e5f165a3d.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,test,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.4d14dc0fcf3fa11c3218130b77f9df2e.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/test/022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.4d14dc0fcf3fa11c3218130b77f9df2e.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,train,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.acdbe41505a1174509d42f4c7757d0a9.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.acdbe41505a1174509d42f4c7757d0a9.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg,valid,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.57f4ab3c1425c4e84ad8471ba48e28ae.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/valid/0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.57f4ab3c1425c4e84ad8471ba48e28ae.jpg,640,640,3,REAL,TRAIN_ONLY,license_plate,reject_mosaic_collage
kaggle_plate_license_recognition,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg,train,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.ef54d353291dd683e6c1ec58768737f2.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.ef54d353291dd683e6c1ec58768737f2.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg,train,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.495bc514884bed0bbbae5255163192b9.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.495bc514884bed0bbbae5255163192b9.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,reject_plate_or_ocr_crop
kaggle_plate_license_recognition,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg,train,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.ed42963a608950cf14b54d6b6a69c8d1.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.ed42963a608950cf14b54d6b6a69c8d1.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,accepted_training_positive
kaggle_plate_license_recognition,025d0abb8f2ef2d62_jpg,train,025d0abb8f2ef2d62_jpg.rf.a8ce9f947952a1ecda86b919ab08d07a.jpg,AI/PlateDetector/datasets/raw/kaggle_plate_license_recognition/train/025d0abb8f2ef2d62_jpg.rf.a8ce9f947952a1ecda86b919ab08d07a.jpg,640,640,1,REAL,TRAIN_ONLY,license_plate,reject_plate_or_ocr_crop
