source_dataset,source_group,source_split,filename,box_index,class_name,x,y,width,height,image_width,image_height,canonical_class
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,4,LicensePlate,367,575,15.0,22.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,5,LicensePlate,304,512,16.0,25.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,6,LicensePlate,333,446,22.0,23.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,7,LicensePlate,215,487,25.0,25.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,8,LicensePlate,317,390,13.0,18.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,9,LicensePlate,567,434,16.0,26.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,10,LicensePlate,502,568,22.0,33.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,11,LicensePlate,390,359,15.0,28.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,12,LicensePlate,254,320,9.0,11.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,13,LicensePlate,146,312,11.0,13.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,14,LicensePlate,456,370,9.0,9.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,15,LicensePlate,469,292,8.0,16.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,16,LicensePlate,395,250,8.0,9.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,17,LicensePlate,27,448,11.0,19.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,18,LicensePlate,481,220,6.0,9.0,640,640,license_plate
kaggle_plate_license_recognition,01_jpg,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,19,LicensePlate,505,246,8.0,11.0,640,640,license_plate
kaggle_plate_license_recognition,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg,valid,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.b7e4beaacb5c7ecdc115a9c239fe1b4f.jpg,1,LicensePlate,296,296,74.0,81.0,640,640,license_plate
kaggle_plate_license_recognition,01cdfe7b-5725-4856-a056-537115fe6d50_jpg,train,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.27bcb1ef213602c544ad9b572436d3bd.jpg,1,LicensePlate,212,186,89.0,75.0,640,640,license_plate
kaggle_plate_license_recognition,01d7623e-50ea-4903-8c12-27200f246ac4_jpg,train,01d7623e-50ea-4903-8c12-27200f246ac4_jpg.rf.88db14c57b2b41423f57fdf955960219.jpg,1,LicensePlate,287,254,124.0,122.0,640,640,license_plate
kaggle_plate_license_recognition,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg,train,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.43eb19f25a6ea673ed2b395b55c9007f.jpg,1,LicensePlate,231,258,144.0,138.0,640,640,license_plate
kaggle_plate_license_recognition,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg,train,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.c295ebf5433f86a3774a15ddb6449a8e.jpg,1,LicensePlate,217,237,163.0,167.0,640,640,license_plate
kaggle_plate_license_recognition,01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg,train,01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg.rf.18d0219f0031a40a3a9fac280271e89b.jpg,1,LicensePlate,235,98,130.0,136.0,640,640,license_plate
kaggle_plate_license_recognition,01e1b559-79ad-4697-9c16-ea2c88938531_jpg,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.3beb1231d5ced3a6ad197125de46239f.jpg,1,LicensePlate,244,276,149.0,129.0,640,640,license_plate
kaggle_plate_license_recognition,01e1b559-79ad-4697-9c16-ea2c88938531_jpg,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.437e7315632aa6be25a0e9f6112f7f24.jpg,1,LicensePlate,244,276,149.0,129.0,640,640,license_plate
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,valid,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.2984f9c0c7cde1c52b1f8e36c62daab0.jpg,1,LicensePlate,285,341,60.94,65.478,640,640,license_plate
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,train,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.33afcddb997d7c3ff8e1627e5f165a3d.jpg,1,LicensePlate,285,341,60.94,65.478,640,640,license_plate
kaggle_plate_license_recognition,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,train,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.acdbe41505a1174509d42f4c7757d0a9.jpg,1,LicensePlate,289,351,57.0,56.0,640,640,license_plate
kaggle_plate_license_recognition,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg,train,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.ef54d353291dd683e6c1ec58768737f2.jpg,1,LicensePlate,204,77,111.0,119.0,640,640,license_plate
kaggle_plate_license_recognition,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg,train,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.ed42963a608950cf14b54d6b6a69c8d1.jpg,1,LicensePlate,167,186,193.0,229.0,640,640,license_plate
kaggle_plate_license_recognition,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.9d27d7a0d15385c462be3715b82bbe03.jpg,1,LicensePlate,192,194,145.0,166.0,640,640,license_plate
kaggle_plate_license_recognition,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.afab3cad2ab51cdc372d91875fd39e72.jpg,1,LicensePlate,192,194,145.0,166.0,640,640,license_plate
kaggle_plate_license_recognition,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.d4c6bf8f1d14100268bf466a503712c3.jpg,1,LicensePlate,192,194,145.0,166.0,640,640,license_plate
kaggle_plate_license_recognition,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.f59b12e4530cee3c57a6b20643bb05a2.jpg,1,LicensePlate,201,214,133.0,140.0,640,640,license_plate
kaggle_plate_license_recognition,028255e8-77ef-4bea-9bf6-f45d91300285_jpg,train,028255e8-77ef-4bea-9bf6-f45d91300285_jpg.rf.3a5b3773d5e3da9479a5b231cbf44536.jpg,1,LicensePlate,235,97,134.0,138.0,640,640,license_plate
kaggle_plate_license_recognition,028255e8-77ef-4bea-9bf6-f45d91300285_jpg,valid,028255e8-77ef-4bea-9bf6-f45d91300285_jpg.rf.e55df540ff91e6716a25d9ea57a859f9.jpg,1,LicensePlate,239,106,120.0,114.0,640,640,license_plate
kaggle_plate_license_recognition,028b9e7e-85b2-4604-8111-02d6d093c41d_jpg,train,028b9e7e-85b2-4604-8111-02d6d093c41d_jpg.rf.2e24792efeff595bf0288c07f3cae2ff.jpg,1,LicensePlate,233,435,172.5,179.259,640,640,license_plate
kaggle_plate_license_recognition,029a09ca-6d28-444f-9e6e-64eb1813db27_jpg,train,029a09ca-6d28-444f-9e6e-64eb1813db27_jpg.rf.025b032f0612c01bfaa3b7083d53942f.jpg,1,LicensePlate,211,182,114.0,101.0,640,640,license_plate
kaggle_plate_license_recognition,029a09ca-6d28-444f-9e6e-64eb1813db27_jpg,valid,029a09ca-6d28-444f-9e6e-64eb1813db27_jpg.rf.a5533ad586c58a869cc6f8a67405337b.jpg,1,LicensePlate,212,179,118.0,105.0,640,640,license_plate
kaggle_plate_license_recognition,02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg,train,02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg.rf.74876319104c5dff3b5c075adc0eac96.jpg,1,LicensePlate,256,217,120.0,126.0,640,640,license_plate
kaggle_plate_license_recognition,02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg,train,02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg.rf.fd6b82435a23d7730b3e4bdf9cc50c70.jpg,1,LicensePlate,245,223,114.0,121.0,640,640,license_plate
kaggle_plate_license_recognition,02c24567-383a-4e84-bafc-5e87a7b8a86f_jpg,valid,02c24567-383a-4e84-bafc-5e87a7b8a86f_jpg.rf.2c77f280bbe91e40ae3fb6c1410111e8.jpg,1,LicensePlate,288,135,56.0,56.0,640,640,license_plate
kaggle_plate_license_recognition,02e8d02a-9a32-459c-8623-c214e00b33f7_jpg,train,02e8d02a-9a32-459c-8623-c214e00b33f7_jpg.rf.6a4162579bbe32fcf5d868df1ff45fe3.jpg,1,LicensePlate,189,169,162.0,181.0,640,640,license_plate
kaggle_plate_license_recognition,02ea1e5b-8a2e-49d7-b0d8-1fb4c316ec24_jpg,valid,02ea1e5b-8a2e-49d7-b0d8-1fb4c316ec24_jpg.rf.94db908ed0a422f840f770237733d219.jpg,1,LicensePlate,227,245,51.0,46.0,640,640,license_plate
kaggle_plate_license_recognition,02ffb2ab-0aa7-4462-b802-ecfc48777263_jpg,train,02ffb2ab-0aa7-4462-b802-ecfc48777263_jpg.rf.e4d5c25fad7258067d60a81ddfdfac01.jpg,1,LicensePlate,278,396,97.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg,train,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg.rf.486f83153a76140fd47e8abcb1a9e2c4.jpg,1,LicensePlate,154,130,291.0,288.0,640,640,license_plate
kaggle_plate_license_recognition,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg,train,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg.rf.f23741320e736615ece50e3d7a656ca9.jpg,1,LicensePlate,139,104,337.0,334.0,640,640,license_plate
kaggle_plate_license_recognition,03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg,valid,03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg.rf.cdec82f7e7b8015a231d7c61aef7881c.jpg,1,LicensePlate,227,245,50.0,43.0,640,640,license_plate
kaggle_plate_license_recognition,03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg,train,03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg.rf.f0c8b95f2e2ab7be0b4bd510b4ae2498.jpg,1,LicensePlate,227,245,50.0,43.0,640,640,license_plate
kaggle_plate_license_recognition,03506c4e-d19b-4f3a-9194-4b00517879aa_jpg,train,03506c4e-d19b-4f3a-9194-4b00517879aa_jpg.rf.3dba9e7d2a16b23646ec6d6d9633513e.jpg,1,LicensePlate,256,483,114.0,111.0,640,640,license_plate
kaggle_plate_license_recognition,03506c4e-d19b-4f3a-9194-4b00517879aa_jpg,train,03506c4e-d19b-4f3a-9194-4b00517879aa_jpg.rf.902363afbc263abe0268e0292528ca87.jpg,1,LicensePlate,251,473,124.0,129.0,640,640,license_plate
kaggle_plate_license_recognition,0350b8ed-902a-490c-b0f2-bd3edf928b1b_jpg,train,0350b8ed-902a-490c-b0f2-bd3edf928b1b_jpg.rf.bda725a297673e3ab2b3805586fb16c2.jpg,1,LicensePlate,206,176,107.0,104.0,640,640,license_plate
kaggle_plate_license_recognition,0358a741-cf16-434b-a234-b46495c28825_jpg,train,0358a741-cf16-434b-a234-b46495c28825_jpg.rf.69ca6fb756f28cd602eb06e08e6fe1a1.jpg,1,LicensePlate,234,218,131.0,134.0,640,640,license_plate
kaggle_plate_license_recognition,0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg,train,0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg.rf.ce7d308c4ad0c4c12ea80471dd0d89b6.jpg,1,LicensePlate,442,310,67.5,77.037,640,640,license_plate
kaggle_plate_license_recognition,0396f120-4c76-465d-99a9-1660d466987f_jpg,train,0396f120-4c76-465d-99a9-1660d466987f_jpg.rf.628084bbcfe55a79462178ee98dec4cc.jpg,1,LicensePlate,205,109,200.0,220.0,640,640,license_plate
kaggle_plate_license_recognition,039cdda6-8d63-4d32-8a19-82a5b2c4b2b9_jpg,valid,039cdda6-8d63-4d32-8a19-82a5b2c4b2b9_jpg.rf.c88e628ecea67218c916f32012de2b31.jpg,1,LicensePlate,215,276,135.0,126.0,640,640,license_plate
kaggle_plate_license_recognition,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,train,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.712289b1cb68a4e1e222185a226f20a5.jpg,1,LicensePlate,244,265,149.0,144.0,640,640,license_plate
kaggle_plate_license_recognition,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,train,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.8b1e082296092820355e938020853426.jpg,1,LicensePlate,247,271,152.0,139.0,640,640,license_plate
kaggle_plate_license_recognition,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,valid,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.ecaaeb4af667ce24656119fa46f82b13.jpg,1,LicensePlate,244,265,149.0,144.0,640,640,license_plate
kaggle_plate_license_recognition,03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg,train,03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg.rf.b948500e7f90857606b527229f6e5222.jpg,1,LicensePlate,157,135,285.0,276.0,640,640,license_plate
kaggle_plate_license_recognition,03b32f38-86e3-416a-841b-9202c2b870f7_jpg,train,03b32f38-86e3-416a-841b-9202c2b870f7_jpg.rf.ab3b0a6eb8326ae51715ed00690bffef.jpg,1,LicensePlate,338,328,103.0,111.0,640,640,license_plate
kaggle_plate_license_recognition,03b32f38-86e3-416a-841b-9202c2b870f7_jpg,train,03b32f38-86e3-416a-841b-9202c2b870f7_jpg.rf.c77261b8be65889198544ae12fb4828b.jpg,1,LicensePlate,327,323,122.0,120.0,640,640,license_plate
kaggle_plate_license_recognition,03e12546-47c5-45f5-b0fa-f5cdde97e020_jpg,train,03e12546-47c5-45f5-b0fa-f5cdde97e020_jpg.rf.51de14ad2bdb8a5cd17d8e038dce2de9.jpg,1,LicensePlate,136,316,86.0,89.0,640,640,license_plate
kaggle_plate_license_recognition,03eabd4d-c3eb-4251-9490-4d93c3acbfee_jpg,valid,03eabd4d-c3eb-4251-9490-4d93c3acbfee_jpg.rf.007321cc4b81a81eece0ba7d481406de.jpg,1,LicensePlate,334,332,107.0,101.0,640,640,license_plate
kaggle_plate_license_recognition,03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg,train,03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg.rf.9938263e33531198bf6e5341be64ebb3.jpg,1,LicensePlate,313,310,146.0,162.0,640,640,license_plate
kaggle_plate_license_recognition,03o6p96xjmka1_jpg,test,03o6p96xjmka1_jpg.rf.144f8ca88fb5c248d9365389ab0e91a8.jpg,1,LicensePlate,250,298,109.787,62.073,640,640,license_plate
kaggle_plate_license_recognition,0430bcb7-0700-4289-bda9-1a91a78a59e7_jpg,train,0430bcb7-0700-4289-bda9-1a91a78a59e7_jpg.rf.9816bc0e0381df48e89c8ea22b9d3cad.jpg,1,LicensePlate,279,276,76.0,83.0,640,640,license_plate
kaggle_plate_license_recognition,043588b0-d82d-4607-a47d-3b605f8d2933_jpg,train,043588b0-d82d-4607-a47d-3b605f8d2933_jpg.rf.9c1931f50e3c85c23c34c0721b46cedb.jpg,1,LicensePlate,223,271,40.0,38.0,640,640,license_plate
kaggle_plate_license_recognition,043588b0-d82d-4607-a47d-3b605f8d2933_jpg,valid,043588b0-d82d-4607-a47d-3b605f8d2933_jpg.rf.eac9a06f85d6b1c2251c58f90a752751.jpg,1,LicensePlate,221,272,43.0,36.0,640,640,license_plate
kaggle_plate_license_recognition,043588b0-d82d-4607-a47d-3b605f8d2933_jpg,valid,043588b0-d82d-4607-a47d-3b605f8d2933_jpg.rf.eac9a06f85d6b1c2251c58f90a752751.jpg,2,LicensePlate,409,178,7.0,5.0,640,640,license_plate
kaggle_plate_license_recognition,045428bc-e9c1-4acb-b817-90790c599a40_jpg,train,045428bc-e9c1-4acb-b817-90790c599a40_jpg.rf.45390980fb7dd90f7cf3ef8fce5e94cd.jpg,1,LicensePlate,151,122,247.0,230.0,640,640,license_plate
kaggle_plate_license_recognition,04558db6-ecee-44e6-9831-141f58b97f04_jpg,train,04558db6-ecee-44e6-9831-141f58b97f04_jpg.rf.3d37e79ee8a495b339d22c400df927cd.jpg,1,LicensePlate,165,172,215.0,197.0,640,640,license_plate
kaggle_plate_license_recognition,04558db6-ecee-44e6-9831-141f58b97f04_jpg,train,04558db6-ecee-44e6-9831-141f58b97f04_jpg.rf.c35b165821ba3772fa7ab3d0ae3a1dcf.jpg,1,LicensePlate,165,172,215.0,197.0,640,640,license_plate
kaggle_plate_license_recognition,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.0f81b7d6fc4528f3db5224c8ad295eb4.jpg,1,LicensePlate,290,254,58.0,56.0,640,640,license_plate
kaggle_plate_license_recognition,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.2f8e420fffb8f91ca0d8c5943590877e.jpg,1,LicensePlate,288,255,59.0,62.0,640,640,license_plate
kaggle_plate_license_recognition,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.ad582e24ef7284e66aa355dd042e430f.jpg,1,LicensePlate,288,255,59.0,62.0,640,640,license_plate
kaggle_plate_license_recognition,047c0855-dfd6-40d8-afc0-2da922eb3c31_jpg,valid,047c0855-dfd6-40d8-afc0-2da922eb3c31_jpg.rf.39efa99e7351ff5a7fb71d3b2bd440e6.jpg,1,LicensePlate,267,255,59.0,64.0,640,640,license_plate
kaggle_plate_license_recognition,047c0855-dfd6-40d8-afc0-2da922eb3c31_jpg,train,047c0855-dfd6-40d8-afc0-2da922eb3c31_jpg.rf.6cfd1ad8a3b0a0748fc2675f7aa46c24.jpg,1,LicensePlate,255,239,74.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,04977a14-f268-4d31-8675-902e662b6b00_jpg,train,04977a14-f268-4d31-8675-902e662b6b00_jpg.rf.295fafe529a2c682f812cbebfa8d8e84.jpg,1,LicensePlate,213,278,128.0,103.0,640,640,license_plate
kaggle_plate_license_recognition,04977a14-f268-4d31-8675-902e662b6b00_jpg,train,04977a14-f268-4d31-8675-902e662b6b00_jpg.rf.3ffeb6534a5e35ed7174aab5557bffd9.jpg,1,LicensePlate,205,261,157.0,149.0,640,640,license_plate
kaggle_plate_license_recognition,049c19dc-93a9-470d-9df7-941dc7e50496_jpg,train,049c19dc-93a9-470d-9df7-941dc7e50496_jpg.rf.bc65aea21a3a40e5195f6da300955991.jpg,1,LicensePlate,290,252,60.0,59.0,640,640,license_plate
kaggle_plate_license_recognition,04b2c656-91ad-4e0e-8530-10faef7a2031_jpg,train,04b2c656-91ad-4e0e-8530-10faef7a2031_jpg.rf.e57bf09c63c628b8d87ffa491b98fcf7.jpg,1,LicensePlate,274,233,72.0,74.0,640,640,license_plate
kaggle_plate_license_recognition,04b86eab-59bf-4b94-a52a-9686ef473e3c_jpg,train,04b86eab-59bf-4b94-a52a-9686ef473e3c_jpg.rf.d96c82afff76de68a7a2607f4e13fbde.jpg,1,LicensePlate,185,193,305.0,316.0,640,640,license_plate
kaggle_plate_license_recognition,04bba8bb-fd01-4545-90a7-0cf30a17a76c_jpg,train,04bba8bb-fd01-4545-90a7-0cf30a17a76c_jpg.rf.aeee8c5b633d8992c6a02c0b9f0a847d.jpg,1,LicensePlate,256,362,111.0,89.0,640,640,license_plate
kaggle_plate_license_recognition,04d326c8-01a1-4b3a-a3b4-f3d043f05d5c_jpg,train,04d326c8-01a1-4b3a-a3b4-f3d043f05d5c_jpg.rf.80378507345e46f03d18607e9fb15a97.jpg,1,LicensePlate,226,425,200.0,193.0,640,640,license_plate
kaggle_plate_license_recognition,04ebc38c-b91c-411a-83fb-df7ab25a8762_jpg,train,04ebc38c-b91c-411a-83fb-df7ab25a8762_jpg.rf.028d0e96b3bbe986af238da29521c9e2.jpg,1,LicensePlate,213,177,112.0,111.0,640,640,license_plate
kaggle_plate_license_recognition,04edbbfd-6777-4416-9a79-05101f041e12_jpg,train,04edbbfd-6777-4416-9a79-05101f041e12_jpg.rf.f6a690e0e1e0ac07e61cbd73d0f57fc5.jpg,1,LicensePlate,151,194,213.0,243.0,640,640,license_plate
kaggle_plate_license_recognition,051e4ed4-c7dd-4702-86b7-22ac17773966_jpg,train,051e4ed4-c7dd-4702-86b7-22ac17773966_jpg.rf.3e256b1545681f901060b1c541541c9a.jpg,1,LicensePlate,270,194,112.0,122.0,640,640,license_plate
kaggle_plate_license_recognition,051e4ed4-c7dd-4702-86b7-22ac17773966_jpg,test,051e4ed4-c7dd-4702-86b7-22ac17773966_jpg.rf.b3b5dce4f9f653b12526e89301bc0d24.jpg,1,LicensePlate,275,204,102.0,100.0,640,640,license_plate
kaggle_plate_license_recognition,051e4ed4-c7dd-4702-86b7-22ac17773966_jpg,train,051e4ed4-c7dd-4702-86b7-22ac17773966_jpg.rf.b49c94c62111fdcee85b83cf1d2e6ca4.jpg,1,LicensePlate,270,194,112.0,122.0,640,640,license_plate
kaggle_plate_license_recognition,0524fb30-0022-42ca-b5f6-95a8cd82efa8_jpg,valid,0524fb30-0022-42ca-b5f6-95a8cd82efa8_jpg.rf.2b2f47e8cda53ff2119913aac1f8ba52.jpg,1,LicensePlate,192,210,206.0,208.0,640,640,license_plate
kaggle_plate_license_recognition,0524fb30-0022-42ca-b5f6-95a8cd82efa8_jpg,train,0524fb30-0022-42ca-b5f6-95a8cd82efa8_jpg.rf.57d64cbbb1eec02b5aba78a074ce3831.jpg,1,LicensePlate,184,194,222.0,239.0,640,640,license_plate
kaggle_plate_license_recognition,05416ac5-4757-492d-b47a-9d993cd47b61_jpg,train,05416ac5-4757-492d-b47a-9d993cd47b61_jpg.rf.5ccab26936247b339a5c0cebea26d317.jpg,1,LicensePlate,170,174,212.0,200.0,640,640,license_plate
kaggle_plate_license_recognition,05416ac5-4757-492d-b47a-9d993cd47b61_jpg,train,05416ac5-4757-492d-b47a-9d993cd47b61_jpg.rf.73e845edd8a149dad636e69ce90f84c8.jpg,1,LicensePlate,170,174,212.0,200.0,640,640,license_plate
