ImageID,SourceSplit,CandidateCategory,MatchedClasses,Subset,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation,SourceDataset,RealSynthetic,IsNegativeCandidate,NegativeBatch,ReviewStatus
0ec0403ce2dee348,validation,heavy_equipment_candidate,Truck,validation,https://c1.staticflickr.com/5/4139/4857637735_3b85b25705_o.jpg,https://www.flickr.com/photos/locosteve/4857637735,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/locosteve/,Loco Steve,Tax Dollar assignment,886807,DM3k8dLcGff/cb5KMF/i5A==,https://c6.staticflickr.com/5/4139/4857637735_c679bbec21_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
da5523ace6ba9635,validation,road_gate_scene,Traffic sign,validation,https://farm6.staticflickr.com/3556/3407502687_c2ca9ffa43_o.jpg,https://www.flickr.com/photos/sterlic/3407502687,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/sterlic/,Scott Akerman,Handicap Sign,868077,SwHslzxGCFbyQB78CKQBMw==,https://c6.staticflickr.com/4/3556/3407502687_1726b86308_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
2d507caf3f119de6,validation,heavy_equipment_candidate,Truck,validation,https://farm7.staticflickr.com/4126/5198855503_e9c9a68e29_o.jpg,https://www.flickr.com/photos/mcrecycles/5198855503,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mcrecycles/,Montgomery Cty Division of Solid Waste Services,Ready to Roll!,545051,GVHo8aRMaO3FS742jpQOcQ==,https://c3.staticflickr.com/5/4126/5198855503_e7ddd93634_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
de85e455d6f28d16,test,road_gate_scene,Stop sign,test,https://farm7.staticflickr.com/5224/5730151075_db0eab5fa1_o.jpg,https://www.flickr.com/photos/xlivexalivex/5730151075,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/xlivexalivex/,Alexa LaSpisa,Do not enter.,7201910,9lnfGrOM3KujCSRiAwUFtw==,https://c5.staticflickr.com/6/5224/5730151075_e11cb22a90_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
e62ca87d5d4ddcdb,test,road_gate_scene,Traffic sign,test,https://c4.staticflickr.com/1/104/300145020_048607fd28_o.jpg,https://www.flickr.com/photos/luton/300145020,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/luton/,John Luton,text stencil bike lane n saanich,127254,bHU2og1SmSzHTSH9wxpQjA==,https://c3.staticflickr.com/1/104/300145020_048607fd28_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
0bf08316ef70dfc5,test,heavy_equipment_candidate,Truck,test,https://farm6.staticflickr.com/726/21228562228_34094156bd_o.jpg,https://www.flickr.com/photos/truckhardware/21228562228,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/truckhardware/,Truck Hardware,Gatorback 14&quot; Offset FX4,162861,oI5Q1XC2jYF8mSDyzK+1Ig==,https://c8.staticflickr.com/1/726/21228562228_05c37ce5bf_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
7324ebe4a27bd568,test,heavy_equipment_candidate,Truck,test,https://c1.staticflickr.com/4/3671/9024728235_6cb587a977_o.jpg,https://www.flickr.com/photos/76969036@N02/9024728235,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/76969036@N02/,David Guo,Nissan_Titan_King_Cab_002,417524,cA0J/jNHBFzKcW0Zf5aU3w==,https://c6.staticflickr.com/4/3671/9024728235_5261a34692_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
dfa08879f9bec004,test,vehicle_no_visible_plate_candidate,Car,test,https://farm5.staticflickr.com/4016/4349471151_50541251b8_o.jpg,https://www.flickr.com/photos/8058098@N07/4349471151,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/8058098@N07/,nakhon100,Maserati 300 S,774788,nhxJ/MMZDZXE6u/YzNsLHA==,https://c6.staticflickr.com/5/4016/4349471151_3b31219e87_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
a0ef8f5283977eff,test,road_gate_scene,Traffic sign,test,https://c8.staticflickr.com/1/190/511944155_bbce4f4914_o.jpg,https://www.flickr.com/photos/51114580@N00/511944155,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/51114580@N00/,krytofr,Faut pas abuser !,83765,RPq9Z/U40Lz3hXDdbrtKFQ==,https://c3.staticflickr.com/1/190/511944155_90ec2398ea_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
4e0f5b3d34c641ec,test,heavy_equipment_candidate,Truck,test,https://c5.staticflickr.com/8/7276/7475124006_beaba0ee86_o.jpg,https://www.flickr.com/photos/r3chn3r/7475124006,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/r3chn3r/,kewlnlaidbackcat,IMG_2271,817857,c9tiMW+SFXuZnFWiFtEr/g==,https://c1.staticflickr.com/8/7276/7475124006_29e867ec03_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
a54b6a2b530d74eb,test,heavy_equipment_candidate,Truck,test,https://c4.staticflickr.com/8/7214/6926683442_1ec7aeb6a1_o.jpg,https://www.flickr.com/photos/scottchene/6926683442,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/scottchene/,TRF_Mr_Hyde,tire-fire,87056,gLkU18buybI2slQL2lXyLg==,,,open_images_v7,REAL,True,2,accepted_negative
be1bd6b564cc1c8e,test,heavy_equipment_candidate,Truck,test,https://c7.staticflickr.com/9/8490/8244757551_127718735d_o.jpg,https://www.flickr.com/photos/gazeronly/8244757551,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gazeronly/,torbakhopper,red like a fire truck : san francisco (2012),1711792,/GfzM03idBip7l7+56m/Cw==,https://c8.staticflickr.com/9/8490/8244757551_46ae9dca40_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
64285e96f2931de6,test,vehicle_no_visible_plate_candidate,Car,test,https://farm7.staticflickr.com/6013/5989867152_a424f73a06_o.jpg,https://www.flickr.com/photos/calgaryreviews/5989867152,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/calgaryreviews/,Calgary Reviews,Silver Grey Nissan GTR R35 on Drag Strip,1460467,FuSv+T0TCWsxCp1Wk+Rk3A==,https://c7.staticflickr.com/7/6013/5989867152_9ab9a78c05_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
0c127cd585c05f7e,test,road_gate_scene,Traffic sign,test,https://c7.staticflickr.com/1/17/98488805_d99faed9dd_o.jpg,https://www.flickr.com/photos/tyger_lyllie/98488805,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tyger_lyllie/,Kat,watch out for children on see-saws,44489,ENSGIYEPfIEF6Rydpq3/cQ==,https://c5.staticflickr.com/1/17/98488805_d99faed9dd_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
d72f43a0e85d80f7,test,vehicle_no_visible_plate_candidate,Motorcycle,test,https://farm8.staticflickr.com/4133/4961305110_1d2b407cf4_o.jpg,https://www.flickr.com/photos/andreas63/4961305110,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/andreas63/,Andreas März,20100905_0588_Jonathan Rea (Hannspree Ten Kate Honda),1837291,IIv3IFeRCApoig/LzXzY1g==,https://c7.staticflickr.com/5/4133/4961305110_4dfdf5f536_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
a8180105bb1e2020,test,vehicle_no_visible_plate_candidate,Car,test,https://farm1.staticflickr.com/7173/6410033443_45c6e588f7_o.jpg,https://www.flickr.com/photos/moto_club4ag/6410033443,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/moto_club4ag/,Moto &quot;Club4AG&quot; Miwa,Untitled,1667939,9xc0NGeyICaWP+Umt3atCg==,https://c3.staticflickr.com/8/7173/6410033443_383b8349c4_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
d32f08bb9c63163d,test,vehicle_no_visible_plate_candidate,Car,test,https://c6.staticflickr.com/3/2910/14066976272_a3a84d4781_o.jpg,https://www.flickr.com/photos/curtsm/14066976272,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/curtsm/,Curt Smith,2012 Audi S5 - just washed,1649488,j3yqIM1E/rMr5/NT89Qi7Q==,https://c7.staticflickr.com/3/2910/14066976272_2c464878a2_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
806280b1985dd9c5,test,heavy_equipment_candidate,Truck,test,https://farm6.staticflickr.com/2828/9346317144_ecf6e900ce_o.jpg,https://www.flickr.com/photos/greggjerdingen/9346317144,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/greggjerdingen/,Greg Gjerdingen,85 Mecedes 500 SEC,7045120,speBUaZuZgslWQFbO0Zlsg==,https://c6.staticflickr.com/3/2828/9346317144_9670849aaf_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
9b3e0a2e56a3b19e,test,heavy_equipment_candidate,Truck,test,https://c7.staticflickr.com/7/6120/6321227226_d882242c2e_o.jpg,https://www.flickr.com/photos/tbisaacs/6321227226,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tbisaacs/,Travis Isaacs,SL666,5310521,ecEnucBe7atzqdyIfHQ6pw==,https://c4.staticflickr.com/7/6120/6321227226_d83261252b_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
fcfb16d73c3cd384,test,vehicle_no_visible_plate_candidate,Car,test,https://farm5.staticflickr.com/46/152387870_5d89431bed_o.jpg,https://www.flickr.com/photos/ephotion/152387870,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ephotion/,digicla,Cobra,139803,zmzu74GFHPNaeW/AJ6asSg==,https://c2.staticflickr.com/1/46/152387870_5d89431bed_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
6f199438a49f90eb,test,vehicle_no_visible_plate_candidate,Motorcycle,test,https://c4.staticflickr.com/6/5578/14244919293_eeeb7b797b_o.jpg,https://www.flickr.com/photos/bogen/14244919293/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bogen/,bogenschlag,DSCF0354,3665684,VrYkwEXBSSvPCLqOSHINLQ==,https://c3.staticflickr.com/6/5578/14244919293_17edd168b2_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
511cf87eaafffa24,test,vehicle_no_visible_plate_candidate,Car;Truck,test,https://farm5.staticflickr.com/3430/3733164601_848ed6fa30_o.jpg,https://www.flickr.com/photos/fun_flying/3733164601,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/fun_flying/,D. Miller,DPP_0126,1668753,73iGE5eqRkXxyt2gf9yNPg==,https://c3.staticflickr.com/4/3430/3733164601_9353e9a8d8_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
08a3f4151684cb4e,test,heavy_equipment_candidate,Truck,test,https://c7.staticflickr.com/9/8192/8429749857_dc0ed8a75c_o.jpg,https://www.flickr.com/photos/76969036@N02/8429749857,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/76969036@N02/,David Guo,image.gen,11331,i7zeBkmp7JVkQtDocY2kyg==,,,open_images_v7,REAL,True,2,accepted_negative
44aa11da733dd16e,test,road_gate_scene,Stop sign,test,https://c7.staticflickr.com/2/1247/1196819338_d77c8619d5_o.jpg,https://www.flickr.com/photos/metal4rock/1196819338,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/metal4rock/,Diehl,Stop Sign,65402,3vx5wWRuUW4kHs+FXoBHOg==,https://c4.staticflickr.com/2/1247/1196819338_e7854bd7bc_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
39cdfaa7fb57e49a,test,vehicle_no_visible_plate_candidate,Car,test,https://c3.staticflickr.com/4/3143/2916964192_02939c4933_o.jpg,https://www.flickr.com/photos/fleur-design/2916964192,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/fleur-design/,The Pug Father,Mercedes 300SL,368072,lXB9GNGD9L68iZePOVN1Nw==,https://c2.staticflickr.com/4/3143/2916964192_9512a210ac_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
89384080e01eb253,test,vehicle_no_visible_plate_candidate,Car,test,https://farm4.staticflickr.com/6160/6190406508_410d5e6c09_o.jpg,https://www.flickr.com/photos/bombaglot/6190406508,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bombaglot/,Alexey Vinokurov,BMW Vorsteiner,442859,97fQc8rUg7qUKLysBLlAwQ==,https://c2.staticflickr.com/7/6160/6190406508_71860a8995_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
db282a6860959cab,test,heavy_equipment_candidate,Truck,test,https://c4.staticflickr.com/6/5592/14670834682_a2595e088c_o.jpg,https://www.flickr.com/photos/76969036@N02/14670834682,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/76969036@N02/,David Guo,Toyota Tundra 2010,52182,qSt3DhwT4ItHBM0pSbKnbQ==,,,open_images_v7,REAL,True,2,accepted_negative
70414ba0fbd34cdc,test,heavy_equipment_candidate,Truck,test,https://c5.staticflickr.com/7/6147/6021548271_567d8ccf14_o.jpg,https://www.flickr.com/photos/401stafsb/6021548271,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/401stafsb/,401st_AFSB,4-401st Soldiers remove broken down vehicles,3176542,NVg0Ku5qRBZRh3fHGbm4lw==,https://c2.staticflickr.com/7/6147/6021548271_6636cb0509_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
05f71f870920c816,test,road_gate_scene,Stop sign,test,https://farm7.staticflickr.com/5307/5572288509_1d7faf5247_o.jpg,https://www.flickr.com/photos/notthe1s/5572288509,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/notthe1s/,Eric Steuer,Stop - Hammertime.,59966,9JvyfqdAStf4yFI8QDUjHw==,https://c5.staticflickr.com/6/5307/5572288509_ee60426fde_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
5b9d87b7ad275b90,test,heavy_equipment_candidate,Truck,test,https://farm1.staticflickr.com/5263/5607579403_1e1074ec05_o.jpg,https://www.flickr.com/photos/rutkowskic/5607579403,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rutkowskic/,Rutkowski Photography,Back In My Day...,1190295,qmzDOALR+nr9QB1++isaaw==,https://c5.staticflickr.com/6/5263/5607579403_fed3244e25_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
93db63bb2dd881db,test,road_gate_scene,Traffic sign,test,https://c4.staticflickr.com/3/2458/3868754732_fa2b228413_o.jpg,https://www.flickr.com/photos/grenade/3868754732,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/grenade/,kenji ross,dike access road,3261971,GyK5E+BXFhUVGuGVYiw7Lg==,https://c8.staticflickr.com/3/2458/3868754732_b0c8ae5e8a_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
cf0537d98da9880b,test,vehicle_no_visible_plate_candidate,Car,test,https://c4.staticflickr.com/5/4023/4676641959_0d8e06b139_o.jpg,https://www.flickr.com/photos/pvilla/4676641959,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/pvilla/,Pedro Villalobos,#EstuprodeGaya na Savassi,2493346,ba33TutezF74G7al2oX5yQ==,https://c8.staticflickr.com/5/4023/4676641959_47846a7b3e_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
2b77cdf255ebf537,test,vehicle_no_visible_plate_candidate,Car,test,https://farm8.staticflickr.com/2886/11372470725_45ae735d1d_o.jpg,https://www.flickr.com/photos/emilyelliott/11372470725,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/emilyelliott/,Emily D Elliott,Mazda 3 Window Tinted,146405,UtJfMyqVhacSCwW5s0oO3A==,https://c2.staticflickr.com/3/2886/11372470725_bbcac8ec92_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
2c97907927f9c9ff,test,heavy_equipment_candidate,Truck,test,https://c8.staticflickr.com/4/3913/14831067915_e1c71a7c4a_o.jpg,https://www.flickr.com/photos/shreveportbossier/14831067915,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/shreveportbossier/,Shreveport-Bossier Convention and Tourist Bureau,"The Missing Link, a food truck in Shreveport, Louisiana",7224443,ecRu2qpaIfcc+2S0AzGZLA==,https://c6.staticflickr.com/4/3913/14831067915_70da6d5956_z.jpg,,open_images_v7,REAL,True,2,accepted_negative
77bbdd2308cb2cad,test,road_gate_scene,Traffic sign,test,https://c6.staticflickr.com/8/7361/8719935808_dae9d39f4f_o.jpg,https://www.flickr.com/photos/urbanists/8719935808,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/urbanists/,SPUR,1600 Market Street,10477362,onAj8trNMt8oC9UXJNRIcA==,https://c3.staticflickr.com/8/7361/8719935808_f600b4a805_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
bc491e40ea8db597,test,vehicle_no_visible_plate_candidate,Car,test,https://farm8.staticflickr.com/4126/4973063815_0548f5f888_o.jpg,https://www.flickr.com/photos/53357045@N02/4973063815,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/53357045@N02/,Angell Williams,Alfe Romeo,281119,hpf+1x4Mhz0W7NVoPwPntA==,https://c6.staticflickr.com/5/4126/4973063815_1952a30f01_z.jpg,0.0,open_images_v7,REAL,True,2,accepted_negative
ea8c16e99398a2ed,test,heavy_equipment_candidate,Truck,test,https://c6.staticflickr.com/4/3295/3152598597_648807dc2e_o.jpg,https://www.flickr.com/photos/agwagon/3152598597,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/agwagon/,christopher goodband,Ford Truck,60388,f5Po9dASCYi6JMKPM7X9Sw==,https://c6.staticflickr.com/4/3295/3152598597_bc0d02a0cd_z.jpg?zz=1,0.0,open_images_v7,REAL,True,2,accepted_negative
d71a9e82a6cb405e,test,road_gate_scene,Stop sign,test,https://c7.staticflickr.com/4/3554/5779026033_9ea9d557bf_o.jpg,https://www.flickr.com/photos/giantsqurl/5779026033,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/giantsqurl/,Nolan Williamson,Stop Sky,356636,wbG38w4uDy8H0/0akd7AaQ==,https://c1.staticflickr.com/4/3554/5779026033_0ffb504073_z.jpg,270.0,open_images_v7,REAL,True,2,accepted_negative
