source_dataset,source_split,image_id,source_image_name,source_label_name,source_image_path,source_label_path,image_width,image_height,plate_instance_count,clip_required_box_count,non_clippable_box_count,max_overshoot,real_synthetic,is_negative,canonical_class,ImageID,LocalKaggleSplit,LocalFileName,OpenImagesSplit,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,SourceMetadataURL,_source_csv
open_images_v7,train,00103aa8df33633a,00103aa8df33633a.jpg,00103aa8df33633a.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/00103aa8df33633a.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/00103aa8df33633a.txt,1024,681,1,0,0,0.0,REAL,False,license_plate,00103aa8df33633a,train,00103aa8df33633a.jpg,train,https://c3.staticflickr.com/6/5495/9542988197_b42624de79_o.jpg,https://www.flickr.com/photos/janitors/9542988197,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/janitors/,Kārlis Dambrāns,Range Rover 2013,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,001065dbc46c29c8,001065dbc46c29c8.jpg,001065dbc46c29c8.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/001065dbc46c29c8.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/001065dbc46c29c8.txt,1024,575,1,0,0,0.0,REAL,False,license_plate,001065dbc46c29c8,train,001065dbc46c29c8.jpg,train,https://c1.staticflickr.com/8/7627/17019547771_2c8bf775c6_o.jpg,https://www.flickr.com/photos/raver_mikey/17019547771,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/raver_mikey/,Mikey,"Mauldeth Road West, Chorlton",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0010f4c10f7ab07e,0010f4c10f7ab07e.jpg,0010f4c10f7ab07e.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0010f4c10f7ab07e.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0010f4c10f7ab07e.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,0010f4c10f7ab07e,train,0010f4c10f7ab07e.jpg,train,https://c7.staticflickr.com/3/2514/3932993732_6e05df8e4b_o.jpg,https://www.flickr.com/photos/pnh/3932993732,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/pnh/,Patrick Nielsen Hayden,"Third Avenue looking south, at 55th St",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0011d11a6a5ab5ad,0011d11a6a5ab5ad.jpg,0011d11a6a5ab5ad.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0011d11a6a5ab5ad.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0011d11a6a5ab5ad.txt,1024,660,1,0,0,0.0,REAL,False,license_plate,0011d11a6a5ab5ad,train,0011d11a6a5ab5ad.jpg,train,https://c6.staticflickr.com/5/4048/4298603650_c44723ba3f_o.jpg,https://www.flickr.com/photos/didbygraham/4298603650,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/didbygraham/,Graham Richardson,Glendinning M93JTA,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0015ed86d644a332,0015ed86d644a332.jpg,0015ed86d644a332.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0015ed86d644a332.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0015ed86d644a332.txt,1024,785,2,0,0,0.0,REAL,False,license_plate,0015ed86d644a332,train,0015ed86d644a332.jpg,train,https://farm3.staticflickr.com/8594/16271860200_571f338d4c_o.jpg,https://www.flickr.com/photos/didbygraham/16271860200,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/didbygraham/,Graham Richardson,First 32714 W714RHT,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0016bd822c0a9511,0016bd822c0a9511.jpg,0016bd822c0a9511.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0016bd822c0a9511.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0016bd822c0a9511.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,0016bd822c0a9511,train,0016bd822c0a9511.jpg,train,https://farm2.staticflickr.com/4086/5083414542_39d90566cd_o.jpg,https://www.flickr.com/photos/50415738@N04/5083414542,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50415738@N04/,sv1ambo,1960 Goggomobil Carryall,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,00179ef6f55e4ba6,00179ef6f55e4ba6.jpg,00179ef6f55e4ba6.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/00179ef6f55e4ba6.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/00179ef6f55e4ba6.txt,1024,683,1,0,0,0.0,REAL,False,license_plate,00179ef6f55e4ba6,train,00179ef6f55e4ba6.jpg,train,https://farm7.staticflickr.com/2511/3930561259_f5015d5efa_o.jpg,https://www.flickr.com/photos/ekal/3930561259,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ekal/,Haikal,Got melk?,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0018e004f5cac5e0,0018e004f5cac5e0.jpg,0018e004f5cac5e0.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0018e004f5cac5e0.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0018e004f5cac5e0.txt,1024,683,1,1,0,0.0008593750000000025,REAL,False,license_plate,0018e004f5cac5e0,train,0018e004f5cac5e0.jpg,train,https://farm1.staticflickr.com/8734/17171820216_1382024807_o.jpg,https://www.flickr.com/photos/126433814@N04/17171820216,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/126433814@N04/,Jeremy,Mitsubishi Cordia AB Turbo,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,00192c1070c51ae3,00192c1070c51ae3.jpg,00192c1070c51ae3.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/00192c1070c51ae3.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/00192c1070c51ae3.txt,1024,683,2,0,0,0.0,REAL,False,license_plate,00192c1070c51ae3,train,00192c1070c51ae3.jpg,train,https://farm4.staticflickr.com/277/19395326268_62a5b3aa6f_o.jpg,https://www.flickr.com/photos/wltmauc/19395326268,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/wltmauc/,Aubrey Morandarte,"Havering Y869 GCD on Route 205, Euston Square",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,001bebecea382500,001bebecea382500.jpg,001bebecea382500.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/001bebecea382500.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/001bebecea382500.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,001bebecea382500,train,001bebecea382500.jpg,train,https://farm1.staticflickr.com/7406/13009477864_98f92a82d9_o.jpg,https://www.flickr.com/photos/50603062@N06/13009477864,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50603062@N06/,mancbranch,"BLACK, 1986 DAIMLER LIMOUSINE D209 EYW",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,001ca84e28488f7a,001ca84e28488f7a.jpg,001ca84e28488f7a.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/001ca84e28488f7a.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/001ca84e28488f7a.txt,1024,680,2,0,0,0.0,REAL,False,license_plate,001ca84e28488f7a,train,001ca84e28488f7a.jpg,train,https://c3.staticflickr.com/9/8578/16636925382_14d4062afc_o.jpg,https://www.flickr.com/photos/evoflash/16636925382,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/evoflash/,Evo Flash,Thailand 2015 - Bangkok,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,001ddeda193f5789,001ddeda193f5789.jpg,001ddeda193f5789.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/001ddeda193f5789.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/001ddeda193f5789.txt,1024,678,1,0,0,0.0,REAL,False,license_plate,001ddeda193f5789,train,001ddeda193f5789.jpg,train,https://c2.staticflickr.com/4/3666/12384174163_9ed667d472_o.jpg,https://www.flickr.com/photos/13926043@N07/12384174163,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/13926043@N07/,Ikusuki,Snow in Tokyo,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0021804a9f9d5db6,0021804a9f9d5db6.jpg,0021804a9f9d5db6.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0021804a9f9d5db6.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0021804a9f9d5db6.txt,768,1024,1,0,0,0.0,REAL,False,license_plate,0021804a9f9d5db6,train,0021804a9f9d5db6.jpg,train,https://farm7.staticflickr.com/2880/13331451844_94c5bb65e6_o.jpg,https://www.flickr.com/photos/115287876@N07/13331451844,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/115287876@N07/,Koen Steunenberg,5,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0022fdfc1880d432,0022fdfc1880d432.jpg,0022fdfc1880d432.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0022fdfc1880d432.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0022fdfc1880d432.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,0022fdfc1880d432,train,0022fdfc1880d432.jpg,train,https://farm3.staticflickr.com/4129/5082979914_facda82544_o.jpg,https://www.flickr.com/photos/50415738@N04/5082979914,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50415738@N04/,sv1ambo,1998 Holden VS Commodore 50th Anniversary utility,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,00234c09cb4fa8e3,00234c09cb4fa8e3.jpg,00234c09cb4fa8e3.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/00234c09cb4fa8e3.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/00234c09cb4fa8e3.txt,1024,768,2,0,0,0.0,REAL,False,license_plate,00234c09cb4fa8e3,train,00234c09cb4fa8e3.jpg,train,https://farm4.staticflickr.com/27/99763398_0fde89571c_o.jpg,https://www.flickr.com/photos/robennals/99763398,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/robennals/,Robert Ennals,Berkeley2 222,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0023d0908e76c600,0023d0908e76c600.jpg,0023d0908e76c600.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0023d0908e76c600.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0023d0908e76c600.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,0023d0908e76c600,train,0023d0908e76c600.jpg,train,https://farm1.staticflickr.com/7070/6857658939_2ec8b964be_o.jpg,https://www.flickr.com/photos/8058098@N07/6857658939,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/8058098@N07/,nakhon100,Cadillac Escalade,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0023f6548005edf9,0023f6548005edf9.jpg,0023f6548005edf9.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0023f6548005edf9.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0023f6548005edf9.txt,1024,660,1,0,0,0.0,REAL,False,license_plate,0023f6548005edf9,train,0023f6548005edf9.jpg,train,https://c2.staticflickr.com/6/5474/10041032783_5cc463343d_o.jpg,https://www.flickr.com/photos/nielsautos/10041032783,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nielsautos/,Niels de Wit,1974 Peugeot J7,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,002519f868563098,002519f868563098.jpg,002519f868563098.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/002519f868563098.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/002519f868563098.txt,1024,683,1,0,0,0.0,REAL,False,license_plate,002519f868563098,train,002519f868563098.jpg,train,https://c1.staticflickr.com/4/3895/14528572356_1a07101fab_o.jpg,https://www.flickr.com/photos/bedworth/14528572356,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bedworth/,Mathew Bedworth,South Staffs Hot Rod Custom Retro Show '14,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,002521102ecfac4c,002521102ecfac4c.jpg,002521102ecfac4c.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/002521102ecfac4c.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/002521102ecfac4c.txt,768,1024,1,0,0,0.0,REAL,False,license_plate,002521102ecfac4c,train,002521102ecfac4c.jpg,train,https://c5.staticflickr.com/4/3541/4042436586_5677f6fae0_o.jpg,https://www.flickr.com/photos/yoshikazut/4042436586,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/yoshikazut/,Yoshikazu TAKADA,Cruising Bus,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,0025288e6192dc18,0025288e6192dc18.jpg,0025288e6192dc18.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/0025288e6192dc18.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/0025288e6192dc18.txt,1024,683,1,0,0,0.0,REAL,False,license_plate,0025288e6192dc18,train,0025288e6192dc18.jpg,train,https://c1.staticflickr.com/4/3495/3286328502_5230f8ed9a_o.jpg,https://www.flickr.com/photos/rene-germany/3286328502,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rene-germany/,Rene Schwietzke,TT-Modelleisenbahn,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,002635f5f3dfd5b9,002635f5f3dfd5b9.jpg,002635f5f3dfd5b9.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/002635f5f3dfd5b9.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/002635f5f3dfd5b9.txt,1024,683,1,0,0,0.0,REAL,False,license_plate,002635f5f3dfd5b9,train,002635f5f3dfd5b9.jpg,train,https://c2.staticflickr.com/4/3894/14409881190_ef4bce5417_o.jpg,https://www.flickr.com/photos/bedworth/14409881190,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bedworth/,Mathew Bedworth,Cars in the Park '14 - Sunday,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,00272dd158c0663a,00272dd158c0663a.jpg,00272dd158c0663a.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/00272dd158c0663a.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/00272dd158c0663a.txt,1024,682,1,0,0,0.0,REAL,False,license_plate,00272dd158c0663a,train,00272dd158c0663a.jpg,train,https://c3.staticflickr.com/3/2057/2065260643_a8d783ada5_o.jpg,https://www.flickr.com/photos/ben_salter/2065260643,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ben_salter/,Ben Salter,Commer,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,002901d9d194c4fb,002901d9d194c4fb.jpg,002901d9d194c4fb.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/002901d9d194c4fb.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/002901d9d194c4fb.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,002901d9d194c4fb,train,002901d9d194c4fb.jpg,train,https://c4.staticflickr.com/9/8683/15874834160_b24ba18ca9_o.jpg,https://www.flickr.com/photos/126433814@N04/15874834160,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/126433814@N04/,Jeremy,Dodge Charger Super Bee,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
