ImageID,LocalKaggleSplit,LocalFileName,OpenImagesSplit,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,SourceMetadataURL
0015ed86d644a332,train,0015ed86d644a332.jpg,train,https://farm3.staticflickr.com/8594/16271860200_571f338d4c_o.jpg,https://www.flickr.com/photos/didbygraham/16271860200,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/didbygraham/,Graham Richardson,First 32714 W714RHT,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0016bd822c0a9511,train,0016bd822c0a9511.jpg,train,https://farm2.staticflickr.com/4086/5083414542_39d90566cd_o.jpg,https://www.flickr.com/photos/50415738@N04/5083414542,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50415738@N04/,sv1ambo,1960 Goggomobil Carryall,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00179ef6f55e4ba6,train,00179ef6f55e4ba6.jpg,train,https://farm7.staticflickr.com/2511/3930561259_f5015d5efa_o.jpg,https://www.flickr.com/photos/ekal/3930561259,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ekal/,Haikal,Got melk?,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0018e004f5cac5e0,train,0018e004f5cac5e0.jpg,train,https://farm1.staticflickr.com/8734/17171820216_1382024807_o.jpg,https://www.flickr.com/photos/126433814@N04/17171820216,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/126433814@N04/,Jeremy,Mitsubishi Cordia AB Turbo,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00192c1070c51ae3,train,00192c1070c51ae3.jpg,train,https://farm4.staticflickr.com/277/19395326268_62a5b3aa6f_o.jpg,https://www.flickr.com/photos/wltmauc/19395326268,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/wltmauc/,Aubrey Morandarte,"Havering Y869 GCD on Route 205, Euston Square",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
001bebecea382500,train,001bebecea382500.jpg,train,https://farm1.staticflickr.com/7406/13009477864_98f92a82d9_o.jpg,https://www.flickr.com/photos/50603062@N06/13009477864,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50603062@N06/,mancbranch,"BLACK, 1986 DAIMLER LIMOUSINE D209 EYW",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
001ca84e28488f7a,train,001ca84e28488f7a.jpg,train,https://c3.staticflickr.com/9/8578/16636925382_14d4062afc_o.jpg,https://www.flickr.com/photos/evoflash/16636925382,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/evoflash/,Evo Flash,Thailand 2015 - Bangkok,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
001ddeda193f5789,train,001ddeda193f5789.jpg,train,https://c2.staticflickr.com/4/3666/12384174163_9ed667d472_o.jpg,https://www.flickr.com/photos/13926043@N07/12384174163,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/13926043@N07/,Ikusuki,Snow in Tokyo,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0021804a9f9d5db6,train,0021804a9f9d5db6.jpg,train,https://farm7.staticflickr.com/2880/13331451844_94c5bb65e6_o.jpg,https://www.flickr.com/photos/115287876@N07/13331451844,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/115287876@N07/,Koen Steunenberg,5,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0022fdfc1880d432,train,0022fdfc1880d432.jpg,train,https://farm3.staticflickr.com/4129/5082979914_facda82544_o.jpg,https://www.flickr.com/photos/50415738@N04/5082979914,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50415738@N04/,sv1ambo,1998 Holden VS Commodore 50th Anniversary utility,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00234c09cb4fa8e3,train,00234c09cb4fa8e3.jpg,train,https://farm4.staticflickr.com/27/99763398_0fde89571c_o.jpg,https://www.flickr.com/photos/robennals/99763398,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/robennals/,Robert Ennals,Berkeley2 222,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0023d0908e76c600,train,0023d0908e76c600.jpg,train,https://farm1.staticflickr.com/7070/6857658939_2ec8b964be_o.jpg,https://www.flickr.com/photos/8058098@N07/6857658939,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/8058098@N07/,nakhon100,Cadillac Escalade,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0023f6548005edf9,train,0023f6548005edf9.jpg,train,https://c2.staticflickr.com/6/5474/10041032783_5cc463343d_o.jpg,https://www.flickr.com/photos/nielsautos/10041032783,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nielsautos/,Niels de Wit,1974 Peugeot J7,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002519f868563098,train,002519f868563098.jpg,train,https://c1.staticflickr.com/4/3895/14528572356_1a07101fab_o.jpg,https://www.flickr.com/photos/bedworth/14528572356,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bedworth/,Mathew Bedworth,South Staffs Hot Rod Custom Retro Show '14,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002521102ecfac4c,train,002521102ecfac4c.jpg,train,https://c5.staticflickr.com/4/3541/4042436586_5677f6fae0_o.jpg,https://www.flickr.com/photos/yoshikazut/4042436586,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/yoshikazut/,Yoshikazu TAKADA,Cruising Bus,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0025288e6192dc18,train,0025288e6192dc18.jpg,train,https://c1.staticflickr.com/4/3495/3286328502_5230f8ed9a_o.jpg,https://www.flickr.com/photos/rene-germany/3286328502,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rene-germany/,Rene Schwietzke,TT-Modelleisenbahn,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002635f5f3dfd5b9,train,002635f5f3dfd5b9.jpg,train,https://c2.staticflickr.com/4/3894/14409881190_ef4bce5417_o.jpg,https://www.flickr.com/photos/bedworth/14409881190,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bedworth/,Mathew Bedworth,Cars in the Park '14 - Sunday,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00272dd158c0663a,train,00272dd158c0663a.jpg,train,https://c3.staticflickr.com/3/2057/2065260643_a8d783ada5_o.jpg,https://www.flickr.com/photos/ben_salter/2065260643,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ben_salter/,Ben Salter,Commer,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002901d9d194c4fb,train,002901d9d194c4fb.jpg,train,https://c4.staticflickr.com/9/8683/15874834160_b24ba18ca9_o.jpg,https://www.flickr.com/photos/126433814@N04/15874834160,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/126433814@N04/,Jeremy,Dodge Charger Super Bee,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00293842c1405567,train,00293842c1405567.jpg,train,https://farm8.staticflickr.com/8598/16341713411_1c1899f5cc_o.jpg,https://www.flickr.com/photos/transitomedellin/16341713411,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/transitomedellin/,Secretaría de Movilidad de Medellín,Operativos de control a transporte Escolar,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0029cb5bf907f89e,train,0029cb5bf907f89e.jpg,train,https://c7.staticflickr.com/6/5100/5493351784_1cd06e7331_o.jpg,https://www.flickr.com/photos/50415738@N04/5493351784,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50415738@N04/,sv1ambo,2005 Chrysler PT Cruiser GT - NSW Police,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002b11030ee89858,train,002b11030ee89858.jpg,train,https://c1.staticflickr.com/3/2672/5788032298_02f00d246e_o.jpg,https://www.flickr.com/photos/grahammitchellphotography/5788032298,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/grahammitchellphotography/,Graham  Mitchell,10P3 arriving at Silo exercise,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002cff1919a39fe7,train,002cff1919a39fe7.jpg,train,https://farm8.staticflickr.com/8310/8040207259_0bfed30ed8_o.jpg,https://www.flickr.com/photos/78170556@N08/8040207259,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/78170556@N08/,28704869,Scottish ambulance control unit,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002d099996f3f443,train,002d099996f3f443.jpg,train,https://farm4.staticflickr.com/1334/1010614171_24ea3fe442_o.jpg,https://www.flickr.com/photos/willvision/1010614171,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/willvision/,WillVision,Tuning - Honda Civic by willvision,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002e3bd6fea3828a,train,002e3bd6fea3828a.jpg,train,https://c3.staticflickr.com/1/685/20831809549_b8bcfbcbe2_o.jpg,https://www.flickr.com/photos/vagnercarvalheiro/20831809549,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/vagnercarvalheiro/,Vagner Carvalheiro,Cervejinhas artesanais,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002f860e692757f7,train,002f860e692757f7.jpg,train,https://farm8.staticflickr.com/1110/4734155970_325b2ccbac_o.jpg,https://www.flickr.com/photos/budgieuk/4734155970,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/budgieuk/,Peter Cattell,Prom 2010,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
002fbf2de58da8b5,train,002fbf2de58da8b5.jpg,train,https://farm6.staticflickr.com/5242/5191642823_c46b0c5b7d_o.jpg,https://www.flickr.com/photos/55391407@N03/5191642823,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/55391407@N03/,M 93: „Dein Nordrhein-Westfalen“,Audi A1 1.6 TDI Ambition rear 20100921,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0030164dc0dba5d9,train,0030164dc0dba5d9.jpg,train,https://c2.staticflickr.com/4/3659/3559721949_6a38373d3e_o.jpg,https://www.flickr.com/photos/27665395@N05/3559721949,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/27665395@N05/,Jason Lawrence,Ferrari 348 Targa,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00366a52eec2943d,train,00366a52eec2943d.jpg,train,https://c6.staticflickr.com/9/8346/8221185193_2487f0d97d_o.jpg,https://www.flickr.com/photos/rustejunk/8221185193,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rustejunk/,Richard Bauer,Benton County Sheriff near Richland Washington  (8),https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0039ac4bfb8bd69d,train,0039ac4bfb8bd69d.jpg,train,https://c6.staticflickr.com/9/8309/8027464715_e3ec89baba_o.jpg,https://www.flickr.com/photos/78170556@N08/8027464715,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/78170556@N08/,28704869,Cumbria fire service Land Rover Defender,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
003a9e99a2753141,train,003a9e99a2753141.jpg,train,https://farm2.staticflickr.com/4031/4715751062_5f369e18b0_o.jpg,https://www.flickr.com/photos/pyntofmyld/4715751062,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/pyntofmyld/,pyntofmyld,Lancia Fulvia,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
003df8cf2effae50,train,003df8cf2effae50.jpg,train,https://farm1.staticflickr.com/5777/20502447406_aa4ac08ea4_o.jpg,https://www.flickr.com/photos/gonzalobaeza/20502447406,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gonzalobaeza/,Gonzalo Baeza,Blue Sheep,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
003f2728d2f8847e,train,003f2728d2f8847e.jpg,train,https://c7.staticflickr.com/4/3133/2299179438_8debd5f15b_o.jpg,https://www.flickr.com/photos/carmichaellibrary/2299179438,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/carmichaellibrary/,carmichaellibrary,Highland Street tree removal,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0043cd2a3de997a5,train,0043cd2a3de997a5.jpg,train,https://farm6.staticflickr.com/7128/7466116858_12ea08cc03_o.jpg,https://www.flickr.com/photos/moto_club4ag/7466116858,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/moto_club4ag/,Moto &quot;Club4AG&quot; Miwa,6_23_2012_Willow_Springs_Raceway-100-12,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0044535b6c092973,train,0044535b6c092973.jpg,train,https://farm4.staticflickr.com/85/208285343_091fd48604_o.jpg,https://www.flickr.com/photos/gavinandrewstewart/208285343,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gavinandrewstewart/,Gavin Stewart,A Far-off Land - Big Green Gathering,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0045d88407bab692,train,0045d88407bab692.jpg,train,https://farm3.staticflickr.com/2816/9430317065_06d1c1d78e_o.jpg,https://www.flickr.com/photos/maxkhaz/9430317065,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/maxkhaz/,Max @ AIMER Marketing,Pink Bus - Sunnybrook Hospital - Breast Cancer Centre,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00492e9dbaf3c2a1,train,00492e9dbaf3c2a1.jpg,train,https://farm2.staticflickr.com/5509/12419229434_2925cd9488_o.jpg,https://www.flickr.com/photos/55391407@N03/12419229434,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/55391407@N03/,M 93: „Dein Nordrhein-Westfalen“,"VW Beetle Cabriolet 2.0 TDI 70's Design (II) – Heckansicht, 9. Februar 2014, Düsseldorf",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00493f6c61b373d3,train,00493f6c61b373d3.jpg,train,https://farm4.staticflickr.com/5442/17750492698_297584f51c_o.jpg,https://www.flickr.com/photos/50603062@N06/17750492698,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/50603062@N06/,mancbranch,"PINK, 1997 FORD ESCORT CALYPSO P404 EUJ",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0049ed70c1b2d480,train,0049ed70c1b2d480.jpg,train,https://farm1.staticflickr.com/13/17640718_5d07988f5a_o.jpg,https://www.flickr.com/photos/galfred/17640718,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/galfred/,Gail Frederick,"westchester diner, peekskill, ny",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004abd1e49165b1c,train,004abd1e49165b1c.jpg,train,https://c5.staticflickr.com/9/8660/15997725560_73e345eb92_o.jpg,https://www.flickr.com/photos/nielsautos/15997725560,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nielsautos/,Niels de Wit,1990 Opel Corsa A Joy,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004aebeb3dea697a,train,004aebeb3dea697a.jpg,train,https://c3.staticflickr.com/5/4107/5002188756_5387a03505_o.jpg,https://www.flickr.com/photos/gammaman/5002188756,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gammaman/,Eli Christman,Smug Series License Plate # 4,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004be6e7ea1c7ff8,train,004be6e7ea1c7ff8.jpg,train,https://c1.staticflickr.com/9/8060/8206279572_3d7ea2a812_o.jpg,https://www.flickr.com/photos/pixelviking/8206279572,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/pixelviking/,Rico Bergholdt Hansen,The battle is on.,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004ce6e46f66a306,train,004ce6e46f66a306.jpg,train,https://farm7.staticflickr.com/3905/14891002980_70c500e78a_o.jpg,https://www.flickr.com/photos/degu_andre/14891002980,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/degu_andre/,André Gustavo Stumpf,ROTAM,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004e03d45963728e,train,004e03d45963728e.jpg,train,https://c7.staticflickr.com/4/3791/11268234363_0672cb1b08_o.jpg,https://www.flickr.com/photos/105365436@N07/11268234363,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/105365436@N07/,Martin,Southdown 1179  (DUF 179),https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004e5085b8127281,train,004e5085b8127281.jpg,train,https://farm2.staticflickr.com/7126/13545135825_1578de2bbb_o.jpg,https://www.flickr.com/photos/64836907@N02/13545135825,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/64836907@N02/,Calum Cape,stagecoach fife 16960,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004f138ad0d084ae,train,004f138ad0d084ae.jpg,train,https://c7.staticflickr.com/9/8752/16834668370_6218587a32_o.jpg,https://www.flickr.com/photos/postmemes/16834668370,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/postmemes/,Post Memes,"Oh, Georgia",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
004fddebf0ac943c,train,004fddebf0ac943c.jpg,train,https://c5.staticflickr.com/1/696/20733537430_c3f61f75cb_o.jpg,https://www.flickr.com/photos/51811543@N08/20733537430,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/51811543@N08/,FotoSleuth,Aston Martin Rapide,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
00541a1a33358591,train,00541a1a33358591.jpg,train,https://farm2.staticflickr.com/2773/4293241474_acb43f44a0_o.jpg,https://www.flickr.com/photos/jamesrmurray/4293241474,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/jamesrmurray/,jrm353,Egypt,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
005706e3eb3d276f,train,005706e3eb3d276f.jpg,train,https://c8.staticflickr.com/6/5564/14804076672_0d2f3e8078_o.jpg,https://www.flickr.com/photos/8058098@N07/14804076672,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/8058098@N07/,nakhon100,BMW 735i E65,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0058af43e819c7a7,train,0058af43e819c7a7.jpg,train,https://farm8.staticflickr.com/5665/20571638178_16c612c889_o.jpg,https://www.flickr.com/photos/diego440/20571638178,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/diego440/,durdaneta,M-Spec #bmw #beemer #bmwgram #bmwnation #bmwm #bmwlove #3series #morninautos #soloparking #chivera #grille,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0058bbcd8f6c9572,train,0058bbcd8f6c9572.jpg,train,https://farm3.staticflickr.com/5258/5528979357_fc6451427a_o.jpg,https://www.flickr.com/photos/thecarspy/5528979357,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/thecarspy/,The Car Spy,2005 BMW 645Ci Cabriolet,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
005e1faed531ae7e,train,005e1faed531ae7e.jpg,train,https://c7.staticflickr.com/6/5579/14998988742_0fe7a7b279_o.jpg,https://www.flickr.com/photos/km30192002/14998988742,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/km30192002/,km30192002,ja499_a,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
006017783a8beb66,train,006017783a8beb66.jpg,train,https://farm7.staticflickr.com/1373/1446688989_0fde1077ee_o.jpg,https://www.flickr.com/photos/cinthyana/1446688989,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/cinthyana/,Cinthya Uribe,Antwp - Tram,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0061db4fbe34adad,train,0061db4fbe34adad.jpg,train,https://c6.staticflickr.com/6/5205/5236119046_3873966953_o.jpg,https://www.flickr.com/photos/bobaliciouslondon/5236119046,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bobaliciouslondon/,Bob Bob,Kit Leigh & Tim Leigh - WRC Wales Rally GB 2010 - Myherin Stage,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0063cc2c5f7d82ed,train,0063cc2c5f7d82ed.jpg,train,https://c6.staticflickr.com/9/8060/8174454874_2f065dd96d_o.jpg,https://www.flickr.com/photos/nzcarfreak/8174454874,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nzcarfreak/,Riley,Holden Frontera Sport (UT),https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
0063e41b53567829,train,0063e41b53567829.jpg,train,https://c2.staticflickr.com/4/3832/19255425280_a7e90f72d6_o.jpg,https://www.flickr.com/photos/tahini/19255425280,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tahini/,Mr Thinktank,"Karlsruhe July 04, 2015 - 40 degrees!",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
006a2f13b5b16c64,train,006a2f13b5b16c64.jpg,train,https://farm5.staticflickr.com/8800/17068847581_67089f851d_o.jpg,https://www.flickr.com/photos/fernando680411/17068847581,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/fernando680411/,@ferchos04 II,truck,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv
