source_dataset,source_split,source_image_name,source_annotation_name,source_sequence,source_frame,source_image_path,source_annotation_path,image_sha256,annotation_sha256,image_width,image_height,xml_width,xml_height,dimension_match,plate_instance_count,object_classes,invalid_box_count,real_synthetic,is_negative,canonical_class,license_reference,readme_reference
romanian_public_lp,train,dayride_type1_001.mp4#t=86.jpg,dayride_type1_001.mp4#t=86.xml,dayride_type1_001.mp4,86,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=86.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=86.xml,ec92211b46a89247ea83fce1c9644ba870e3951b0e20339db31be063cc697a8f,ef44ac500d2345bbb5639f022c316538259c815c3651bb8115b5681d39078f36,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=87.jpg,dayride_type1_001.mp4#t=87.xml,dayride_type1_001.mp4,87,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=87.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=87.xml,061ee0e78908f2cfab9d78618c1520eb8b80b16f8f87ecefb1f6ff2f4b7b851c,46420e98536b240e392f47c56c7aaca233cab4f1978ac1c08ebda8c43a2eaecd,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=119.jpg,dayride_type1_001.mp4#t=119.xml,dayride_type1_001.mp4,119,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=119.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=119.xml,7f3c855b20fd61d0cecef18d55f00bb8ec23c09c0f92d104e8a04c4605a7c13a,7e5556a63012108c3556ded4c1a7bea14db237027e9f1c3ab68d50846b5c57f7,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=120.jpg,dayride_type1_001.mp4#t=120.xml,dayride_type1_001.mp4,120,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=120.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=120.xml,6ffa09172a357286c6527556f5dad872680c3ddc421831c7a6e2e8e9843a66af,de6712e96c0e22fa27b5fe20c83d5f8c72fe7e073185b6d42b4f94a1824db79b,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=147.jpg,dayride_type1_001.mp4#t=147.xml,dayride_type1_001.mp4,147,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=147.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=147.xml,d41824998fac4cdbc58168ce702b9caf43de357ebb16d26fdff023950200a9c7,1d08dc39e9512ab9ca80b8d705f5270027dc5a609eda798ced55df211d2a3d7a,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=148.jpg,dayride_type1_001.mp4#t=148.xml,dayride_type1_001.mp4,148,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=148.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=148.xml,fedbd2eecc1411314cbb5fc4c01c9da9e10bb10f1cee9f051177087b56078ac0,df3221547ba188dfed08dab6b103904b91e108b6e077122fcde71516e7cbab65,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=149.jpg,dayride_type1_001.mp4#t=149.xml,dayride_type1_001.mp4,149,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=149.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=149.xml,c4873d268fd7d640631cc201d76ba2da4d372251b68418857b53acf4106c35c4,0af73ddbff132b26963c7631ce99dd065f71a4f4836915682dfd687139ada9e2,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=150.jpg,dayride_type1_001.mp4#t=150.xml,dayride_type1_001.mp4,150,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=150.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=150.xml,92f4fa6b15e24bef77a26a6abe1c9ec9b6b834949ae867365e62dae06265aee7,dc3ef849dde73f15ad0e647b62acdbf329984d8f42c9c6d25b3448757fb2d98e,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=151.jpg,dayride_type1_001.mp4#t=151.xml,dayride_type1_001.mp4,151,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=151.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=151.xml,41e9418891f16b0f05960ef7da2114d292260bffec6dc1606000d9aca5b8b99d,63564a061fe58d601223370c654d120b5fc529e49da6f8938c6b084098004f62,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=152.jpg,dayride_type1_001.mp4#t=152.xml,dayride_type1_001.mp4,152,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=152.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=152.xml,62e1993190c20e3cc588449f71595bc185fb6cef32b0a50d482cef36b56ef533,4b9b6effdd0dd17eee97b4b6d8984568352ee7b714bab395f54647b7ade3199c,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=153.jpg,dayride_type1_001.mp4#t=153.xml,dayride_type1_001.mp4,153,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=153.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=153.xml,0b756914d068a6be98c518e92ab7938a16231692db5f92cbdf16a5bcea07eccf,26485acd07bb82560706a6d32139a38867c68f2a202f85e65f3c3345e1870d5d,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=154.jpg,dayride_type1_001.mp4#t=154.xml,dayride_type1_001.mp4,154,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=154.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=154.xml,b23e8ebe8240d6869c1dd0ea903e30831800046c8434f62b191f304a2fe0829b,155d058436fde24e123149a2072c1ed1df09c5b2d7c47df31ffdfeae610f4b97,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=156.jpg,dayride_type1_001.mp4#t=156.xml,dayride_type1_001.mp4,156,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=156.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=156.xml,a9bea04f75b5cd1a3e49843e51ad696de6bf00f4c91b9195a2d92c26355c8e1c,3b8d3da2307249a285acfb3c286f2a89155c6125cc0c944a083d12cbe891615f,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=163.jpg,dayride_type1_001.mp4#t=163.xml,dayride_type1_001.mp4,163,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=163.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=163.xml,9ea4c29d122101e89c7413cf084ffb78c8c1218424a3bc41940ad7062072569c,f016507c46e1063fd5c4eac9859b13e0a98996e3549f1b3bb27b6f5b69ad7a43,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=164.jpg,dayride_type1_001.mp4#t=164.xml,dayride_type1_001.mp4,164,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=164.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=164.xml,9a0de028b9a1846b8d63ccb01ed04dc23c94eba72e845a7b2c7c107b6bcd4636,9d5140abba6c792f7ebd8fac86c8349090dd185cbb988c92f3540d3b0c714747,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=165.jpg,dayride_type1_001.mp4#t=165.xml,dayride_type1_001.mp4,165,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=165.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=165.xml,eb8e57a5f1f9558b03c447e9072ef1c904f2b8eda7d8ae4b1b89c09839231159,c8c321e453dd6e9c7eea3ddb613d8d7d777711263c51961ce28fdc8b28f109e1,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=171.jpg,dayride_type1_001.mp4#t=171.xml,dayride_type1_001.mp4,171,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=171.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=171.xml,48c05c48b186f875cbf1d4a763d35adbb7be5777649364b28fdb59d90d79c6b1,eb5f7656239be14f0a563c5f5787ac133d7af99e14039eccf9dd6efeef7febf7,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=172.jpg,dayride_type1_001.mp4#t=172.xml,dayride_type1_001.mp4,172,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=172.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=172.xml,4d38a69c1d905b8d45c913d4bcfed00df5c481fc086b0abed0ffd76ce650ad6b,9afe1670da709602d220f2c818fbb016d25646f6ba54ee0c20ed58d8649a034d,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=186.jpg,dayride_type1_001.mp4#t=186.xml,dayride_type1_001.mp4,186,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=186.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=186.xml,c5b8508e574310132a79b6c2677820ad98203f10db5cefd6b1ecfd128424cad6,b5bb508a1ceeeba81c503e824df85baf94699cadad75ada668fdac6b45f467c0,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=189.jpg,dayride_type1_001.mp4#t=189.xml,dayride_type1_001.mp4,189,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=189.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=189.xml,ee3a1364ac1227431ecd374d2c3621e2311c79081362883a7c57d73055500289,b3e3928bb008dd85e6868ee498e53318f86012ca845a84e1409fd876862f5efb,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=191.jpg,dayride_type1_001.mp4#t=191.xml,dayride_type1_001.mp4,191,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=191.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=191.xml,d57976ffa7363312f3d1455201e75a1a02eb901a4b99f5f5e19e8924b439e272,0338cd31c95e75331f49216429d99a00c74118cbf38ca158ec97273934269f5c,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=199.jpg,dayride_type1_001.mp4#t=199.xml,dayride_type1_001.mp4,199,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=199.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=199.xml,575cb54bb02303029d4eb4022e1f49fdcca6eae3af2672e05b6ee74b6d06da9c,d86dd5069ae7267576a7002b1c16caa7581a91567f26d0452fbbae0908cd01a7,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=200.jpg,dayride_type1_001.mp4#t=200.xml,dayride_type1_001.mp4,200,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=200.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=200.xml,bb5d2f37f00e43e07da740ea36f048829b45a9e82f65e0da4ff38c333f524884,5bd12aff295cd359287cb12d68022a20c8b461fdb02e228db2adfee3664ecb99,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=201.jpg,dayride_type1_001.mp4#t=201.xml,dayride_type1_001.mp4,201,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=201.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=201.xml,3ed2abb0a2e3125d7e10949374b288e760a5819d301b427598c604cbdd6eb8f3,7fa43101a4274ba3ffe4c2fffd98b9d39b15f3306f448f954ea94c9f771cbdc5,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,valid,dayride_type1_001.mp4#t=203.jpg,dayride_type1_001.mp4#t=203.xml,dayride_type1_001.mp4,203,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/images/dayride_type1_001.mp4#t=203.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/valid/annots/dayride_type1_001.mp4#t=203.xml,728fbc759e097a56cf9965b8e7e1c34db746dd813583226b08d26b1632e3b75b,2bc12507d24738707535d68b8730c36270454a0364fde1735af524d722347147,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=243.jpg,dayride_type1_001.mp4#t=243.xml,dayride_type1_001.mp4,243,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=243.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=243.xml,364d804e8bd09af201295a1b5899c1b0560e1347b049d6028e02408b28176217,7dc2840633724432f3c03248032bf9576182102005944640eddf801a318b99d6,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=245.jpg,dayride_type1_001.mp4#t=245.xml,dayride_type1_001.mp4,245,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=245.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=245.xml,9b2851097f49e47aef818d6447d1b9d68a31c31aea3c51e2eb330e6ea2d77520,2fe127bdb3d4926abaeef07caff700bbb8cdb552eb011c141dc29f3dbd7c8842,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=259.jpg,dayride_type1_001.mp4#t=259.xml,dayride_type1_001.mp4,259,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=259.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=259.xml,a10222b4c55d82bfdaf221df390e1b5dd10cf6dabbf74da9b6bdda570e5741f1,6be162ac4c3fa6a6a2144bdd5daeb57b8d15340c5cc8484f9e225054aa8011b6,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
romanian_public_lp,train,dayride_type1_001.mp4#t=267.jpg,dayride_type1_001.mp4#t=267.xml,dayride_type1_001.mp4,267,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/images/dayride_type1_001.mp4#t=267.jpg,AI/PlateDetector/datasets/raw/romanian_lp/dataset/train/annots/dayride_type1_001.mp4#t=267.xml,298fb9eae0a54cb55f734d897e2525596191b494c7f163108fe8608cc546d40a,9af23f8caaa8e9c838d7f2595df1bf330d1468102bf3421ef8d6de05ee522efa,1280,720,1280,720,True,1,license-plate,0,REAL,False,license_plate,AI/PlateDetector/datasets/raw/romanian_lp/LICENSE,AI/PlateDetector/datasets/raw/romanian_lp/README.md
