source_group,variant_index,variant_count,split,filename,plate_instance_count,review_status
00bc6c35-3eec-4fb5-bdd3-e5d8656b014f_jpg,2,3,train,00bc6c35-3eec-4fb5-bdd3-e5d8656b014f_jpg.rf.9fb570a8c76c37b40fb667f50e11fdd8.jpg,1,accepted_training_positive
00bc6c35-3eec-4fb5-bdd3-e5d8656b014f_jpg,3,3,train,00bc6c35-3eec-4fb5-bdd3-e5d8656b014f_jpg.rf.ac91e08476b3cd05fc394321c9d4509e.jpg,3,reject_mosaic_collage
00c2cca1-854e-465b-88c9-035e56207a76_jpg,1,1,test,00c2cca1-854e-465b-88c9-035e56207a76_jpg.rf.37363319ad14c51b17516ef85f36dabd.jpg,3,reject_mosaic_collage
00c86d7c-4764-4f2c-aa1d-578d73e83f9e_jpg,1,2,train,00c86d7c-4764-4f2c-aa1d-578d73e83f9e_jpg.rf.43b5ad98f1ed06108838a1bf77761be0.jpg,3,reject_mosaic_collage
00c86d7c-4764-4f2c-aa1d-578d73e83f9e_jpg,2,2,train,00c86d7c-4764-4f2c-aa1d-578d73e83f9e_jpg.rf.4957e3847f318d93039d3bbb2c48f263.jpg,1,accepted_training_positive
00eb7652-4abf-462c-b1ee-ff1c3623c7cc_jpg,1,1,train,00eb7652-4abf-462c-b1ee-ff1c3623c7cc_jpg.rf.ea6478abb9290fc3cb6731ddeeaad109.jpg,3,reject_mosaic_collage
00f30ef5-1e8a-4a89-ac87-b9a5905582ec_jpg,1,1,valid,00f30ef5-1e8a-4a89-ac87-b9a5905582ec_jpg.rf.e8eabfba685fa1db6384a7192243aed6.jpg,1,accepted_training_positive
011d8b71-8bb9-4c8e-8b10-89952740b973_jpg,1,2,train,011d8b71-8bb9-4c8e-8b10-89952740b973_jpg.rf.51fedf0fa1fd36dcd78f4d9c6f9dd278.jpg,4,reject_mosaic_collage
011d8b71-8bb9-4c8e-8b10-89952740b973_jpg,2,2,valid,011d8b71-8bb9-4c8e-8b10-89952740b973_jpg.rf.909cd75e07aeea78dabbad983e5102d0.jpg,1,accepted_training_positive
01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg,1,2,valid,01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg.rf.7b0af15ce526dd9c521d356dcc43ff47.jpg,4,reject_mosaic_collage
01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg,2,2,valid,01256cfb-c380-4acc-9c12-ce37f0f20ca8_jpg.rf.bfb84b80f431188edbef89b2195d2594.jpg,1,accepted_training_positive
0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg,1,2,train,0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg.rf.4176405f1e215847ca13c52fa625e30d.jpg,1,reject_plate_or_ocr_crop
0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg,2,2,train,0172ee47-45f9-41d5-ae98-2905af6f03bf_jpg.rf.78131ac79716f37ab75531b1938eef39.jpg,4,reject_mosaic_collage
018b680a-02bd-4b03-9548-972c21879ea1_jpg,1,2,train,018b680a-02bd-4b03-9548-972c21879ea1_jpg.rf.6b45de3cef18476d8812dea9912dcba7.jpg,4,reject_mosaic_collage
018b680a-02bd-4b03-9548-972c21879ea1_jpg,2,2,train,018b680a-02bd-4b03-9548-972c21879ea1_jpg.rf.dd45ae788e8130c0d39c7b36380bd3a2.jpg,1,accepted_training_positive
01_jpg,1,1,train,01_jpg.rf.710753a3a9486ff161391ed60c46458b.jpg,19,accepted_training_positive
01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg,1,2,train,01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg.rf.284f19117da30f8006194b5b25689ef4.jpg,3,reject_mosaic_collage
01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg,2,2,train,01a437c5-7ec6-4f55-8a59-e08184d7d543_jpg.rf.45eba13475d2e2f7d46725ea143fea03.jpg,4,reject_mosaic_collage
01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg,1,2,valid,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.b7e4beaacb5c7ecdc115a9c239fe1b4f.jpg,1,accepted_training_positive
01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg,2,2,valid,01caf0e2-f320-4c1c-8646-366c1b08bcf4_jpg.rf.db1e5aa452784ccb72100c4a32b86d75.jpg,4,reject_mosaic_collage
01cdfe7b-5725-4856-a056-537115fe6d50_jpg,1,3,train,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.0aa15a4a302da11b5a0059da460bec0b.jpg,4,reject_mosaic_collage
01cdfe7b-5725-4856-a056-537115fe6d50_jpg,2,3,train,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.27bcb1ef213602c544ad9b572436d3bd.jpg,1,accepted_training_positive
01cdfe7b-5725-4856-a056-537115fe6d50_jpg,3,3,valid,01cdfe7b-5725-4856-a056-537115fe6d50_jpg.rf.df4bad298b50ccc29a75378d02206e64.jpg,3,reject_mosaic_collage
01d7623e-50ea-4903-8c12-27200f246ac4_jpg,1,1,train,01d7623e-50ea-4903-8c12-27200f246ac4_jpg.rf.88db14c57b2b41423f57fdf955960219.jpg,1,accepted_training_positive
01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg,1,2,train,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.43eb19f25a6ea673ed2b395b55c9007f.jpg,1,accepted_training_positive
01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg,2,2,train,01e050a3-fba2-47b7-90ec-224a86b5e64b_jpg.rf.c295ebf5433f86a3774a15ddb6449a8e.jpg,1,accepted_training_positive
01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg,1,1,train,01e0842b-0cd7-4830-9d05-4c50b70c5841_jpg.rf.18d0219f0031a40a3a9fac280271e89b.jpg,1,accepted_training_positive
01e1b559-79ad-4697-9c16-ea2c88938531_jpg,1,4,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.0a7602ae8aef4129e3ba9d825f61e12d.jpg,3,reject_mosaic_collage
01e1b559-79ad-4697-9c16-ea2c88938531_jpg,2,4,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.3beb1231d5ced3a6ad197125de46239f.jpg,1,accepted_training_positive
01e1b559-79ad-4697-9c16-ea2c88938531_jpg,3,4,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.437e7315632aa6be25a0e9f6112f7f24.jpg,1,accepted_training_positive
01e1b559-79ad-4697-9c16-ea2c88938531_jpg,4,4,train,01e1b559-79ad-4697-9c16-ea2c88938531_jpg.rf.f5889721bcbe98e032a9ee51e5a247d5.jpg,3,reject_mosaic_collage
01ed0581-ce61-4d8d-9b2d-4093141774bb_jpg,1,1,train,01ed0581-ce61-4d8d-9b2d-4093141774bb_jpg.rf.0e28f789d2e79e8b56373295d4eb1545.jpg,2,reject_mosaic_collage
01f83ff8-e022-46ec-aa6f-b1e8da17ef73_jpg,1,1,train,01f83ff8-e022-46ec-aa6f-b1e8da17ef73_jpg.rf.afd500fcbae22cdbd4238a87d7cd6baa.jpg,3,reject_mosaic_collage
022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,1,5,test,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.4d14dc0fcf3fa11c3218130b77f9df2e.jpg,3,reject_mosaic_collage
022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,2,5,train,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.33afcddb997d7c3ff8e1627e5f165a3d.jpg,1,accepted_training_positive
022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,3,5,train,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.acdbe41505a1174509d42f4c7757d0a9.jpg,1,accepted_training_positive
022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,4,5,valid,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.1e27c5f5c1041df09c2ce6741a99e5dd.jpg,3,reject_mosaic_collage
022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg,5,5,valid,022fa55d-7c2d-45a4-8f9d-9e8e726f6d21_jpg.rf.2984f9c0c7cde1c52b1f8e36c62daab0.jpg,1,accepted_training_positive
0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg,1,2,train,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.ef54d353291dd683e6c1ec58768737f2.jpg,1,accepted_training_positive
0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg,2,2,valid,0232f4b1-c52f-4bda-bf65-c02f003caa4e_jpg.rf.57f4ab3c1425c4e84ad8471ba48e28ae.jpg,3,reject_mosaic_collage
0257f25f-56ac-4308-a0f5-461f91a738bf_jpg,1,2,train,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.495bc514884bed0bbbae5255163192b9.jpg,1,reject_plate_or_ocr_crop
0257f25f-56ac-4308-a0f5-461f91a738bf_jpg,2,2,train,0257f25f-56ac-4308-a0f5-461f91a738bf_jpg.rf.ed42963a608950cf14b54d6b6a69c8d1.jpg,1,accepted_training_positive
025d0abb8f2ef2d62_jpg,1,2,train,025d0abb8f2ef2d62_jpg.rf.a8ce9f947952a1ecda86b919ab08d07a.jpg,1,reject_plate_or_ocr_crop
025d0abb8f2ef2d62_jpg,2,2,train,025d0abb8f2ef2d62_jpg.rf.c8ab748a86bef202cc2ce05c57504bf1.jpg,1,reject_plate_or_ocr_crop
0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,1,4,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.9d27d7a0d15385c462be3715b82bbe03.jpg,1,accepted_training_positive
0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,2,4,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.afab3cad2ab51cdc372d91875fd39e72.jpg,1,accepted_training_positive
0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,3,4,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.d4c6bf8f1d14100268bf466a503712c3.jpg,1,accepted_training_positive
0277af2f-c754-4594-9de4-1a901e2be5e8_jpg,4,4,train,0277af2f-c754-4594-9de4-1a901e2be5e8_jpg.rf.f59b12e4530cee3c57a6b20643bb05a2.jpg,1,accepted_training_positive
028255e8-77ef-4bea-9bf6-f45d91300285_jpg,1,2,train,028255e8-77ef-4bea-9bf6-f45d91300285_jpg.rf.3a5b3773d5e3da9479a5b231cbf44536.jpg,1,accepted_training_positive
028255e8-77ef-4bea-9bf6-f45d91300285_jpg,2,2,valid,028255e8-77ef-4bea-9bf6-f45d91300285_jpg.rf.e55df540ff91e6716a25d9ea57a859f9.jpg,1,accepted_training_positive
028b9e7e-85b2-4604-8111-02d6d093c41d_jpg,1,2,train,028b9e7e-85b2-4604-8111-02d6d093c41d_jpg.rf.2e24792efeff595bf0288c07f3cae2ff.jpg,1,accepted_training_positive
028b9e7e-85b2-4604-8111-02d6d093c41d_jpg,2,2,train,028b9e7e-85b2-4604-8111-02d6d093c41d_jpg.rf.ddd8744acb19027ce4c79a168eac795a.jpg,4,reject_mosaic_collage
029a09ca-6d28-444f-9e6e-64eb1813db27_jpg,1,2,train,029a09ca-6d28-444f-9e6e-64eb1813db27_jpg.rf.025b032f0612c01bfaa3b7083d53942f.jpg,1,accepted_training_positive
029a09ca-6d28-444f-9e6e-64eb1813db27_jpg,2,2,valid,029a09ca-6d28-444f-9e6e-64eb1813db27_jpg.rf.a5533ad586c58a869cc6f8a67405337b.jpg,1,accepted_training_positive
02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg,1,2,train,02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg.rf.74876319104c5dff3b5c075adc0eac96.jpg,1,accepted_training_positive
02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg,2,2,train,02b32053-1b50-4c0e-8151-9b5fd7a067bf_jpg.rf.fd6b82435a23d7730b3e4bdf9cc50c70.jpg,1,accepted_training_positive
02c24567-383a-4e84-bafc-5e87a7b8a86f_jpg,1,2,valid,02c24567-383a-4e84-bafc-5e87a7b8a86f_jpg.rf.2c77f280bbe91e40ae3fb6c1410111e8.jpg,1,accepted_training_positive
02c24567-383a-4e84-bafc-5e87a7b8a86f_jpg,2,2,valid,02c24567-383a-4e84-bafc-5e87a7b8a86f_jpg.rf.b06a0d7bb32eb0ceff60b0c51a65cb30.jpg,4,reject_mosaic_collage
02e8d02a-9a32-459c-8623-c214e00b33f7_jpg,1,1,train,02e8d02a-9a32-459c-8623-c214e00b33f7_jpg.rf.6a4162579bbe32fcf5d868df1ff45fe3.jpg,1,accepted_training_positive
02ea1e5b-8a2e-49d7-b0d8-1fb4c316ec24_jpg,1,2,train,02ea1e5b-8a2e-49d7-b0d8-1fb4c316ec24_jpg.rf.c856155860b5801dfc9967716d5c4484.jpg,2,reject_mosaic_collage
02ea1e5b-8a2e-49d7-b0d8-1fb4c316ec24_jpg,2,2,valid,02ea1e5b-8a2e-49d7-b0d8-1fb4c316ec24_jpg.rf.94db908ed0a422f840f770237733d219.jpg,1,accepted_training_positive
02ffb2ab-0aa7-4462-b802-ecfc48777263_jpg,1,2,train,02ffb2ab-0aa7-4462-b802-ecfc48777263_jpg.rf.e4d5c25fad7258067d60a81ddfdfac01.jpg,1,accepted_training_positive
02ffb2ab-0aa7-4462-b802-ecfc48777263_jpg,2,2,train,02ffb2ab-0aa7-4462-b802-ecfc48777263_jpg.rf.f34765e7020ea61327ff40345b2f6f34.jpg,2,reject_mosaic_collage
031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg,1,4,train,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg.rf.0f5ea1a304f0f7bca9ab9048977aecb3.jpg,4,reject_mosaic_collage
031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg,2,4,train,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg.rf.486f83153a76140fd47e8abcb1a9e2c4.jpg,1,accepted_training_positive
031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg,3,4,train,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg.rf.f23741320e736615ece50e3d7a656ca9.jpg,1,accepted_training_positive
031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg,4,4,valid,031b1fbd-9425-4724-9372-7ff9c937e0eb_jpg.rf.1efa82f03867e71378c7543326025221.jpg,4,reject_mosaic_collage
03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg,1,2,train,03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg.rf.f0c8b95f2e2ab7be0b4bd510b4ae2498.jpg,1,accepted_training_positive
03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg,2,2,valid,03280c14-8cb4-4f22-ba03-901b19fb31b9_jpg.rf.cdec82f7e7b8015a231d7c61aef7881c.jpg,1,accepted_training_positive
033748aa-2f0e-4353-b8df-a798cdc3567a_jpg,1,1,train,033748aa-2f0e-4353-b8df-a798cdc3567a_jpg.rf.71873c957bea7d0a546c55bb2730c8d4.jpg,4,reject_mosaic_collage
03506c4e-d19b-4f3a-9194-4b00517879aa_jpg,1,2,train,03506c4e-d19b-4f3a-9194-4b00517879aa_jpg.rf.3dba9e7d2a16b23646ec6d6d9633513e.jpg,1,accepted_training_positive
03506c4e-d19b-4f3a-9194-4b00517879aa_jpg,2,2,train,03506c4e-d19b-4f3a-9194-4b00517879aa_jpg.rf.902363afbc263abe0268e0292528ca87.jpg,1,accepted_training_positive
0350b8ed-902a-490c-b0f2-bd3edf928b1b_jpg,1,1,train,0350b8ed-902a-490c-b0f2-bd3edf928b1b_jpg.rf.bda725a297673e3ab2b3805586fb16c2.jpg,1,accepted_training_positive
0358a741-cf16-434b-a234-b46495c28825_jpg,1,1,train,0358a741-cf16-434b-a234-b46495c28825_jpg.rf.69ca6fb756f28cd602eb06e08e6fe1a1.jpg,1,accepted_training_positive
03671bbbc7aee75d_jpg,1,1,train,03671bbbc7aee75d_jpg.rf.9db29e20e10c6563cf0795cb47f56fd0.jpg,1,reject_plate_or_ocr_crop
0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg,1,4,train,0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg.rf.64a26a6b811878de25969bf183db931d.jpg,2,reject_mosaic_collage
0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg,2,4,train,0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg.rf.720faf4e78cd6da4b9b70c5b2f7de142.jpg,2,reject_mosaic_collage
0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg,3,4,train,0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg.rf.ce7d308c4ad0c4c12ea80471dd0d89b6.jpg,1,accepted_training_positive
0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg,4,4,valid,0379f40e-0861-42ac-ac5d-6c775a9c7272_jpg.rf.08546850e1624525209a801899d0333e.jpg,4,reject_mosaic_collage
0396f120-4c76-465d-99a9-1660d466987f_jpg,1,3,train,0396f120-4c76-465d-99a9-1660d466987f_jpg.rf.628084bbcfe55a79462178ee98dec4cc.jpg,1,accepted_training_positive
0396f120-4c76-465d-99a9-1660d466987f_jpg,2,3,train,0396f120-4c76-465d-99a9-1660d466987f_jpg.rf.658270633d0316beae38cdd4b4989c36.jpg,3,reject_mosaic_collage
0396f120-4c76-465d-99a9-1660d466987f_jpg,3,3,train,0396f120-4c76-465d-99a9-1660d466987f_jpg.rf.db83c021a2696433ef89fdf303d6144e.jpg,3,reject_mosaic_collage
039cdda6-8d63-4d32-8a19-82a5b2c4b2b9_jpg,1,1,valid,039cdda6-8d63-4d32-8a19-82a5b2c4b2b9_jpg.rf.c88e628ecea67218c916f32012de2b31.jpg,1,accepted_training_positive
03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,1,4,train,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.6d3bea3d175fb6508257328c136cfb67.jpg,3,reject_mosaic_collage
03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,2,4,train,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.712289b1cb68a4e1e222185a226f20a5.jpg,1,accepted_training_positive
03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,3,4,train,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.8b1e082296092820355e938020853426.jpg,1,accepted_training_positive
03a144ef-9747-43cf-8618-8fae752cc5e0_jpg,4,4,valid,03a144ef-9747-43cf-8618-8fae752cc5e0_jpg.rf.ecaaeb4af667ce24656119fa46f82b13.jpg,1,accepted_training_positive
03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg,1,3,train,03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg.rf.b948500e7f90857606b527229f6e5222.jpg,1,accepted_training_positive
03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg,2,3,train,03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg.rf.ba184194c6d113d49fd0b95d7df73f55.jpg,3,reject_mosaic_collage
03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg,3,3,train,03a14abf-7882-42b1-939c-b5e6b3c8ef59_jpg.rf.e25f529ab2dd990f1547802451932636.jpg,4,reject_mosaic_collage
03b32f38-86e3-416a-841b-9202c2b870f7_jpg,1,2,train,03b32f38-86e3-416a-841b-9202c2b870f7_jpg.rf.ab3b0a6eb8326ae51715ed00690bffef.jpg,1,accepted_training_positive
03b32f38-86e3-416a-841b-9202c2b870f7_jpg,2,2,train,03b32f38-86e3-416a-841b-9202c2b870f7_jpg.rf.c77261b8be65889198544ae12fb4828b.jpg,1,accepted_training_positive
03c3d44fe77b6015_jpg,1,1,valid,03c3d44fe77b6015_jpg.rf.ba1f32f98097f94033e74736746cec0c.jpg,1,reject_plate_or_ocr_crop
03e12546-47c5-45f5-b0fa-f5cdde97e020_jpg,1,1,train,03e12546-47c5-45f5-b0fa-f5cdde97e020_jpg.rf.51de14ad2bdb8a5cd17d8e038dce2de9.jpg,1,accepted_training_positive
03eabd4d-c3eb-4251-9490-4d93c3acbfee_jpg,1,1,valid,03eabd4d-c3eb-4251-9490-4d93c3acbfee_jpg.rf.007321cc4b81a81eece0ba7d481406de.jpg,1,accepted_training_positive
03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg,1,3,train,03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg.rf.4b9c08074ac2d2f61bc531052de72764.jpg,3,reject_mosaic_collage
03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg,2,3,train,03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg.rf.52d656b2d74a58e815d3eff3f620c2d5.jpg,3,reject_mosaic_collage
03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg,3,3,train,03f94b3e-da4b-4990-bf8e-a24aab1d1dcf_jpg.rf.9938263e33531198bf6e5341be64ebb3.jpg,1,accepted_training_positive
03o6p96xjmka1_jpg,1,1,test,03o6p96xjmka1_jpg.rf.144f8ca88fb5c248d9365389ab0e91a8.jpg,1,accepted_training_positive
0430bcb7-0700-4289-bda9-1a91a78a59e7_jpg,1,1,train,0430bcb7-0700-4289-bda9-1a91a78a59e7_jpg.rf.9816bc0e0381df48e89c8ea22b9d3cad.jpg,1,accepted_training_positive
043304e924cb0bc42_jpg,1,1,train,043304e924cb0bc42_jpg.rf.4710f7ac8268c0267f84c9ec908dd7f0.jpg,1,reject_plate_or_ocr_crop
043304e924cb0bc4_jpg,1,1,valid,043304e924cb0bc4_jpg.rf.0dc8e414715d8bb15e5d4c8e7b11f922.jpg,1,reject_plate_or_ocr_crop
043588b0-d82d-4607-a47d-3b605f8d2933_jpg,1,2,train,043588b0-d82d-4607-a47d-3b605f8d2933_jpg.rf.9c1931f50e3c85c23c34c0721b46cedb.jpg,1,accepted_training_positive
043588b0-d82d-4607-a47d-3b605f8d2933_jpg,2,2,valid,043588b0-d82d-4607-a47d-3b605f8d2933_jpg.rf.eac9a06f85d6b1c2251c58f90a752751.jpg,2,accepted_training_positive
045428bc-e9c1-4acb-b817-90790c599a40_jpg,1,1,train,045428bc-e9c1-4acb-b817-90790c599a40_jpg.rf.45390980fb7dd90f7cf3ef8fce5e94cd.jpg,1,accepted_training_positive
04558db6-ecee-44e6-9831-141f58b97f04_jpg,1,4,train,04558db6-ecee-44e6-9831-141f58b97f04_jpg.rf.3d37e79ee8a495b339d22c400df927cd.jpg,1,accepted_training_positive
04558db6-ecee-44e6-9831-141f58b97f04_jpg,2,4,train,04558db6-ecee-44e6-9831-141f58b97f04_jpg.rf.a2b1d2f8ef5e9bce2df246e9839f8b64.jpg,4,reject_mosaic_collage
04558db6-ecee-44e6-9831-141f58b97f04_jpg,3,4,train,04558db6-ecee-44e6-9831-141f58b97f04_jpg.rf.c35b165821ba3772fa7ab3d0ae3a1dcf.jpg,1,accepted_training_positive
04558db6-ecee-44e6-9831-141f58b97f04_jpg,4,4,train,04558db6-ecee-44e6-9831-141f58b97f04_jpg.rf.f2cac24d66302c224fb736094ed119a3.jpg,3,reject_mosaic_collage
0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,1,4,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.0f81b7d6fc4528f3db5224c8ad295eb4.jpg,1,accepted_training_positive
0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,2,4,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.2f8e420fffb8f91ca0d8c5943590877e.jpg,1,accepted_training_positive
0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,3,4,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.ad582e24ef7284e66aa355dd042e430f.jpg,1,accepted_training_positive
0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg,4,4,train,0474c478-d9ef-4dba-a46b-d4a4c9257e7a_jpg.rf.d1f85218f04b299d5e863204b7785b21.jpg,4,reject_mosaic_collage
047c0855-dfd6-40d8-afc0-2da922eb3c31_jpg,1,2,train,047c0855-dfd6-40d8-afc0-2da922eb3c31_jpg.rf.6cfd1ad8a3b0a0748fc2675f7aa46c24.jpg,1,accepted_training_positive
