source_image_name,source_sequence,source_frame,source_split,plate_instance_count,pixel_min,pixel_max,pixel_mean,pixel_std,is_all_black,is_near_black,is_near_uniform
dayride_type1_001.mp4#t=151.jpg,dayride_type1_001.mp4,151,valid,1,37,255,133.3635865162037,59.67798894928029,False,False,False
dayride_type1_001.mp4#t=152.jpg,dayride_type1_001.mp4,152,train,1,43,255,136.18529803240742,62.07106031862065,False,False,False
dayride_type1_001.mp4#t=153.jpg,dayride_type1_001.mp4,153,valid,1,34,255,131.83080403645835,60.35531935766599,False,False,False
dayride_type1_001.mp4#t=154.jpg,dayride_type1_001.mp4,154,train,1,48,255,137.1576218894676,56.99471223824743,False,False,False
dayride_type1_001.mp4#t=156.jpg,dayride_type1_001.mp4,156,train,1,47,255,132.26074869791665,56.94612926529252,False,False,False
dayride_type1_001.mp4#t=163.jpg,dayride_type1_001.mp4,163,valid,1,29,255,119.21555374710648,56.3580917037249,False,False,False
dayride_type1_001.mp4#t=164.jpg,dayride_type1_001.mp4,164,train,1,38,255,129.97020616319443,55.544573748895594,False,False,False
dayride_type1_001.mp4#t=165.jpg,dayride_type1_001.mp4,165,train,1,23,255,131.49441731770833,57.400198714281316,False,False,False
dayride_type1_001.mp4#t=171.jpg,dayride_type1_001.mp4,171,train,1,18,255,135.28254701967592,52.88818793014828,False,False,False
dayride_type1_001.mp4#t=172.jpg,dayride_type1_001.mp4,172,valid,1,11,255,133.5116138599537,54.417043176415405,False,False,False
dayride_type1_001.mp4#t=186.jpg,dayride_type1_001.mp4,186,train,1,0,255,126.10968786168982,47.08460460469805,False,False,False
dayride_type1_001.mp4#t=189.jpg,dayride_type1_001.mp4,189,train,1,0,255,107.83175672743056,51.36673823165583,False,False,False
dayride_type1_001.mp4#t=191.jpg,dayride_type1_001.mp4,191,train,1,24,255,121.80989113136575,53.15947235081898,False,False,False
dayride_type1_001.mp4#t=199.jpg,dayride_type1_001.mp4,199,train,1,0,255,117.50940972222222,55.467077228287366,False,False,False
dayride_type1_001.mp4#t=200.jpg,dayride_type1_001.mp4,200,train,1,4,255,139.15876953125,58.40817883674596,False,False,False
dayride_type1_001.mp4#t=201.jpg,dayride_type1_001.mp4,201,valid,1,0,255,124.13940827546297,51.39198010960664,False,False,False
dayride_type1_001.mp4#t=203.jpg,dayride_type1_001.mp4,203,valid,1,20,255,124.13438693576389,44.41857066065022,False,False,False
dayride_type1_001.mp4#t=243.jpg,dayride_type1_001.mp4,243,train,1,15,255,131.7759031394676,53.373297812798214,False,False,False
dayride_type1_001.mp4#t=245.jpg,dayride_type1_001.mp4,245,train,1,38,255,132.41038013599538,55.499245978819175,False,False,False
dayride_type1_001.mp4#t=259.jpg,dayride_type1_001.mp4,259,train,1,21,255,114.12547887731482,49.255976788700345,False,False,False
dayride_type1_001.mp4#t=267.jpg,dayride_type1_001.mp4,267,train,1,34,255,121.57851707175926,49.29649849521654,False,False,False
dayride_type1_001.mp4#t=270.jpg,dayride_type1_001.mp4,270,train,1,30,255,119.50007450810185,47.83581597579036,False,False,False
dayride_type1_001.mp4#t=272.jpg,dayride_type1_001.mp4,272,train,1,35,255,125.66734989872685,50.7256472835306,False,False,False
dayride_type1_001.mp4#t=274.jpg,dayride_type1_001.mp4,274,train,1,8,255,106.24298936631945,48.55589261846913,False,False,False
dayride_type1_001.mp4#t=276.jpg,dayride_type1_001.mp4,276,train,1,0,255,105.9286281105324,46.12292800309059,False,False,False
dayride_type1_001.mp4#t=279.jpg,dayride_type1_001.mp4,279,train,1,0,255,118.61751772280093,50.19987462952255,False,False,False
dayride_type1_001.mp4#t=280.jpg,dayride_type1_001.mp4,280,train,2,0,255,114.36256691261575,50.77958227625668,False,False,False
dayride_type1_001.mp4#t=281.jpg,dayride_type1_001.mp4,281,train,1,18,255,130.54615379050927,50.38165264471818,False,False,False
dayride_type1_001.mp4#t=282.jpg,dayride_type1_001.mp4,282,valid,1,18,255,134.86236328125,48.294527600154424,False,False,False
dayride_type1_001.mp4#t=288.jpg,dayride_type1_001.mp4,288,train,1,22,255,126.23778935185184,44.19271164296671,False,False,False
dayride_type1_001.mp4#t=292.jpg,dayride_type1_001.mp4,292,train,1,36,255,135.7894191261574,47.64753263039982,False,False,False
dayride_type1_001.mp4#t=293.jpg,dayride_type1_001.mp4,293,valid,1,33,255,133.6447605613426,51.28956442679668,False,False,False
dayride_type1_001.mp4#t=294.jpg,dayride_type1_001.mp4,294,train,1,36,255,143.1935203269676,63.01330230173052,False,False,False
dayride_type1_001.mp4#t=296.jpg,dayride_type1_001.mp4,296,train,1,37,255,136.89311125578703,55.08456461106061,False,False,False
dayride_type1_001.mp4#t=298.jpg,dayride_type1_001.mp4,298,train,1,28,255,137.44601671006944,57.10349635293076,False,False,False
dayride_type1_001.mp4#t=299.jpg,dayride_type1_001.mp4,299,train,2,7,255,116.9466525607639,50.80745981206675,False,False,False
dayride_type1_001.mp4#t=301.jpg,dayride_type1_001.mp4,301,train,1,24,255,123.25657913773148,51.200995574474696,False,False,False
dayride_type1_001.mp4#t=307.jpg,dayride_type1_001.mp4,307,train,1,27,255,130.69881980613425,52.19490365033535,False,False,False
dayride_type1_001.mp4#t=339.jpg,dayride_type1_001.mp4,339,train,2,30,255,117.79283709490741,50.90258726189038,False,False,False
dayride_type1_001.mp4#t=340.jpg,dayride_type1_001.mp4,340,train,2,32,255,117.10561125578704,50.49047347427205,False,False,False
dayride_type1_001.mp4#t=341.jpg,dayride_type1_001.mp4,341,train,2,14,255,107.31279947916667,47.29111269198004,False,False,False
dayride_type1_001.mp4#t=342.jpg,dayride_type1_001.mp4,342,train,1,11,255,110.67264250578704,47.08797285375614,False,False,False
dayride_type1_001.mp4#t=343.jpg,dayride_type1_001.mp4,343,train,1,22,255,109.98183557581018,49.42935457097447,False,False,False
dayride_type1_001.mp4#t=344.jpg,dayride_type1_001.mp4,344,train,1,18,255,103.78049985532408,49.07890088084126,False,False,False
dayride_type1_001.mp4#t=345.jpg,dayride_type1_001.mp4,345,train,1,18,255,109.09686234085648,50.573632728870464,False,False,False
dayride_type1_001.mp4#t=362.jpg,dayride_type1_001.mp4,362,train,1,31,255,129.01710575810185,51.00106129680033,False,False,False
dayride_type1_001.mp4#t=363.jpg,dayride_type1_001.mp4,363,train,1,17,255,130.64485785590279,52.628409677722665,False,False,False
dayride_type1_001.mp4#t=374.jpg,dayride_type1_001.mp4,374,train,1,23,255,120.87904477719907,44.32580281566976,False,False,False
dayride_type1_001.mp4#t=384.jpg,dayride_type1_001.mp4,384,train,1,6,255,109.81330946180556,46.691548579040735,False,False,False
dayride_type1_001.mp4#t=409.jpg,dayride_type1_001.mp4,409,train,1,21,255,121.58133029513888,52.76941299269626,False,False,False
dayride_type1_001.mp4#t=411.jpg,dayride_type1_001.mp4,411,train,1,9,255,109.41983362268519,50.714342937407885,False,False,False
dayride_type1_001.mp4#t=413.jpg,dayride_type1_001.mp4,413,valid,2,10,255,107.53170283564815,47.927507481335795,False,False,False
dayride_type1_001.mp4#t=414.jpg,dayride_type1_001.mp4,414,train,1,0,255,103.25198061342593,47.158308142819784,False,False,False
dayride_type1_001.mp4#t=418.jpg,dayride_type1_001.mp4,418,train,1,0,255,100.60733434606482,42.982890239319914,False,False,False
dayride_type1_001.mp4#t=421.jpg,dayride_type1_001.mp4,421,train,2,17,255,105.75266276041667,49.53866301357978,False,False,False
dayride_type1_001.mp4#t=423.jpg,dayride_type1_001.mp4,423,train,2,24,255,106.04654043692129,47.53884949722237,False,False,False
dayride_type1_001.mp4#t=428.jpg,dayride_type1_001.mp4,428,train,1,0,255,54.34353407118056,44.87710945965246,False,False,False
dayride_type1_001.mp4#t=429.jpg,dayride_type1_001.mp4,429,train,1,0,255,59.58086118344907,48.43983262853126,False,False,False
dayride_type1_001.mp4#t=430.jpg,dayride_type1_001.mp4,430,train,1,0,255,64.13809389467593,50.192326082888165,False,False,False
dayride_type1_001.mp4#t=431.jpg,dayride_type1_001.mp4,431,train,2,0,255,68.07491355613426,52.760162541991576,False,False,False
dayride_type1_001.mp4#t=432.jpg,dayride_type1_001.mp4,432,train,2,0,255,96.94401511863425,52.949347626643664,False,False,False
dayride_type1_001.mp4#t=434.jpg,dayride_type1_001.mp4,434,train,1,0,255,91.96399848090277,63.16616135300666,False,False,False
dayride_type1_001.mp4#t=436.jpg,dayride_type1_001.mp4,436,train,1,1,255,116.20698820891204,55.45660071557838,False,False,False
dayride_type1_001.mp4#t=438.jpg,dayride_type1_001.mp4,438,train,1,0,255,99.91219328703704,51.777301097148445,False,False,False
dayride_type1_001.mp4#t=444.jpg,dayride_type1_001.mp4,444,train,1,24,255,104.72607928240741,44.10257242524303,False,False,False
dayride_type1_001.mp4#t=445.jpg,dayride_type1_001.mp4,445,train,1,30,255,110.05236364293981,44.99764062766426,False,False,False
dayride_type1_001.mp4#t=446.jpg,dayride_type1_001.mp4,446,train,2,23,255,109.10488715277778,44.40268630289379,False,False,False
dayride_type1_001.mp4#t=450.jpg,dayride_type1_001.mp4,450,train,1,0,255,92.24116030092593,43.844337444083315,False,False,False
dayride_type1_001.mp4#t=451.jpg,dayride_type1_001.mp4,451,train,2,15,255,109.45489402488425,44.001143240943605,False,False,False
dayride_type1_001.mp4#t=452.jpg,dayride_type1_001.mp4,452,train,2,20,255,106.33140769675926,43.039535630299994,False,False,False
dayride_type1_001.mp4#t=453.jpg,dayride_type1_001.mp4,453,train,2,15,255,103.12321795428241,40.868609372589184,False,False,False
dayride_type1_001.mp4#t=462.jpg,dayride_type1_001.mp4,462,train,1,7,255,98.13758572048611,40.594198418516115,False,False,False
dayride_type1_001.mp4#t=464.jpg,dayride_type1_001.mp4,464,train,1,5,255,89.93440140335647,46.23120884676815,False,False,False
dayride_type1_001.mp4#t=465.jpg,dayride_type1_001.mp4,465,valid,1,0,255,74.73269892939815,46.80241977144864,False,False,False
dayride_type1_001.mp4#t=466.jpg,dayride_type1_001.mp4,466,train,1,0,255,96.12158203125,48.04886885805787,False,False,False
dayride_type1_001.mp4#t=467.jpg,dayride_type1_001.mp4,467,valid,1,12,255,113.12930374710648,46.45680856304404,False,False,False
dayride_type1_001.mp4#t=471.jpg,dayride_type1_001.mp4,471,train,1,0,255,101.08703378182871,38.96966555685714,False,False,False
dayride_type1_001.mp4#t=472.jpg,dayride_type1_001.mp4,472,train,1,0,255,100.9471314380787,39.39009526171626,False,False,False
dayride_type1_001.mp4#t=474.jpg,dayride_type1_001.mp4,474,train,1,23,255,109.36224537037037,37.989925699474576,False,False,False
dayride_type1_001.mp4#t=482.jpg,dayride_type1_001.mp4,482,train,1,12,255,100.19986436631945,44.49558039000903,False,False,False
dayride_type1_001.mp4#t=484.jpg,dayride_type1_001.mp4,484,train,1,0,255,57.344261791087966,43.38345509380838,False,False,False
dayride_type1_001.mp4#t=485.jpg,dayride_type1_001.mp4,485,valid,1,0,255,107.38166413483796,53.33369729647171,False,False,False
dayride_type1_001.mp4#t=488.jpg,dayride_type1_001.mp4,488,train,2,12,255,119.60328269675927,53.96436298291811,False,False,False
dayride_type1_001.mp4#t=490.jpg,dayride_type1_001.mp4,490,train,1,11,255,100.08330692997686,40.85509854827016,False,False,False
dayride_type1_001.mp4#t=491.jpg,dayride_type1_001.mp4,491,valid,2,0,255,69.74018952546297,42.513496401333114,False,False,False
dayride_type1_001.mp4#t=493.jpg,dayride_type1_001.mp4,493,train,1,0,255,104.07661928530092,38.76040333299726,False,False,False
dayride_type1_001.mp4#t=498.jpg,dayride_type1_001.mp4,498,train,1,16,255,109.39729202835647,39.435928555762445,False,False,False
dayride_type1_001.mp4#t=503.jpg,dayride_type1_001.mp4,503,train,1,12,255,114.76067165798611,42.26337158380141,False,False,False
dayride_type1_001.mp4#t=509.jpg,dayride_type1_001.mp4,509,train,1,27,255,118.68567201967592,45.59690627327619,False,False,False
dayride_type1_001.mp4#t=511.jpg,dayride_type1_001.mp4,511,train,2,0,255,122.48234519675925,42.49490032820394,False,False,False
dayride_type1_001.mp4#t=513.jpg,dayride_type1_001.mp4,513,train,1,27,255,116.63021809895834,41.51041926307188,False,False,False
dayride_type1_001.mp4#t=515.jpg,dayride_type1_001.mp4,515,valid,2,20,255,108.16855938946759,44.37881550156472,False,False,False
dayride_type1_001.mp4#t=517.jpg,dayride_type1_001.mp4,517,valid,2,0,255,76.59622432002315,45.6950288388693,False,False,False
dayride_type1_001.mp4#t=519.jpg,dayride_type1_001.mp4,519,train,3,0,255,79.73702256944445,55.92047969504165,False,False,False
dayride_type1_001.mp4#t=520.jpg,dayride_type1_001.mp4,520,train,2,0,255,91.1368995949074,59.61926887608738,False,False,False
dayride_type1_001.mp4#t=521.jpg,dayride_type1_001.mp4,521,train,2,0,255,101.94281611689814,61.052589493418644,False,False,False
dayride_type1_001.mp4#t=522.jpg,dayride_type1_001.mp4,522,valid,2,0,255,111.54507884837963,45.80249258166771,False,False,False
dayride_type1_001.mp4#t=525.jpg,dayride_type1_001.mp4,525,train,1,0,255,100.55483832465278,42.24919676522573,False,False,False
dayride_type1_001.mp4#t=528.jpg,dayride_type1_001.mp4,528,train,1,13,255,106.5706492332176,41.35409656626539,False,False,False
dayride_type1_001.mp4#t=530.jpg,dayride_type1_001.mp4,530,train,1,6,255,114.01426613136574,41.24578976962343,False,False,False
dayride_type1_001.mp4#t=532.jpg,dayride_type1_001.mp4,532,train,1,6,255,99.45525571469908,40.167613505695286,False,False,False
dayride_type1_001.mp4#t=533.jpg,dayride_type1_001.mp4,533,train,1,0,255,101.16072120949075,41.025876411133694,False,False,False
dayride_type1_001.mp4#t=535.jpg,dayride_type1_001.mp4,535,train,1,0,255,101.70782190393518,41.24162811563098,False,False,False
dayride_type1_001.mp4#t=536.jpg,dayride_type1_001.mp4,536,train,1,15,255,96.49434534143519,42.19609043880695,False,False,False
dayride_type1_001.mp4#t=539.jpg,dayride_type1_001.mp4,539,train,1,7,255,97.39368923611111,42.545989220429,False,False,False
dayride_type1_001.mp4#t=540.jpg,dayride_type1_001.mp4,540,train,1,7,255,99.9000636574074,44.09196155678885,False,False,False
dayride_type1_001.mp4#t=553.jpg,dayride_type1_001.mp4,553,train,1,0,255,95.80893446180555,41.75294704899388,False,False,False
dayride_type1_001.mp4#t=555.jpg,dayride_type1_001.mp4,555,valid,2,0,255,90.66261791087963,45.65092955321357,False,False,False
dayride_type1_001.mp4#t=557.jpg,dayride_type1_001.mp4,557,train,2,0,255,91.53090928819445,44.63724869244498,False,False,False
dayride_type1_001.mp4#t=558.jpg,dayride_type1_001.mp4,558,train,2,0,0,0.0,0.0,True,True,True
dayride_type1_001.mp4#t=561.jpg,dayride_type1_001.mp4,561,train,2,13,255,95.3069361255787,40.01595129981935,False,False,False
dayride_type1_001.mp4#t=564.jpg,dayride_type1_001.mp4,564,train,1,0,255,96.72763093171297,41.239873167546996,False,False,False
dayride_type1_001.mp4#t=570.jpg,dayride_type1_001.mp4,570,train,1,0,255,106.69714771412038,45.30323109984022,False,False,False
dayride_type1_001.mp4#t=580.jpg,dayride_type1_001.mp4,580,train,1,24,255,107.32099645543981,43.43811289508474,False,False,False
dayride_type1_001.mp4#t=581.jpg,dayride_type1_001.mp4,581,valid,1,29,255,111.25132993344907,44.263641007303775,False,False,False
dayride_type1_001.mp4#t=582.jpg,dayride_type1_001.mp4,582,train,1,19,255,104.48609013310185,43.64244500510603,False,False,False
dayride_type1_001.mp4#t=585.jpg,dayride_type1_001.mp4,585,train,1,0,255,83.34514250578704,44.89604461378752,False,False,False
dayride_type1_001.mp4#t=586.jpg,dayride_type1_001.mp4,586,train,1,12,255,99.89975043402778,44.035215152748236,False,False,False
dayride_type1_001.mp4#t=587.jpg,dayride_type1_001.mp4,587,train,1,0,255,102.56034649884259,43.95374770146205,False,False,False
dayride_type1_001.mp4#t=588.jpg,dayride_type1_001.mp4,588,train,1,3,255,90.76001663773148,40.698130472162006,False,False,False
dayride_type1_001.mp4#t=589.jpg,dayride_type1_001.mp4,589,valid,1,10,255,91.82600224247685,39.92043182084128,False,False,False
dayride_type1_001.mp4#t=593.jpg,dayride_type1_001.mp4,593,train,2,0,255,56.72402596932871,44.81948941771687,False,False,False
dayride_type1_001.mp4#t=594.jpg,dayride_type1_001.mp4,594,valid,1,0,255,39.62036422164352,43.01594424580359,False,False,False
dayride_type1_001.mp4#t=595.jpg,dayride_type1_001.mp4,595,valid,1,0,255,46.06680700231482,48.53786851129313,False,False,False
dayride_type1_001.mp4#t=596.jpg,dayride_type1_001.mp4,596,valid,1,0,255,58.077027271412035,54.51183543843637,False,False,False
dayride_type1_001.mp4#t=597.jpg,dayride_type1_001.mp4,597,train,1,6,255,113.54366753472222,49.6255214207085,False,False,False
dayride_type1_001.mp4#t=598.jpg,dayride_type1_001.mp4,598,train,1,1,255,113.4536888744213,49.58545085594683,False,False,False
dayride_type1_001.mp4#t=599.jpg,dayride_type1_001.mp4,599,train,1,1,255,115.69578703703704,49.447588951759286,False,False,False
dayride_type1_001.mp4#t=600.jpg,dayride_type1_001.mp4,600,train,1,6,255,116.31967339409722,49.75865532080705,False,False,False
dayride_type1_001.mp4#t=603.jpg,dayride_type1_001.mp4,603,train,1,3,255,114.11325882523148,49.75698730695452,False,False,False
dayride_type1_001.mp4#t=604.jpg,dayride_type1_001.mp4,604,valid,1,0,255,114.2121701388889,50.082015580579565,False,False,False
dayride_type1_001.mp4#t=607.jpg,dayride_type1_001.mp4,607,valid,1,0,255,117.46034939236111,51.16951768058601,False,False,False
dayride_type1_001.mp4#t=612.jpg,dayride_type1_001.mp4,612,train,1,0,255,102.23365017361111,46.42304410280674,False,False,False
dayride_type1_001.mp4#t=613.jpg,dayride_type1_001.mp4,613,train,1,0,255,80.3262160011574,42.468291363604074,False,False,False
dayride_type1_001.mp4#t=614.jpg,dayride_type1_001.mp4,614,train,1,0,255,102.35519350405093,52.391280683335786,False,False,False
dayride_type1_001.mp4#t=615.jpg,dayride_type1_001.mp4,615,train,1,0,255,78.29508029513889,42.77625750484231,False,False,False
dayride_type1_001.mp4#t=616.jpg,dayride_type1_001.mp4,616,valid,1,0,255,77.97242296006945,44.02747184486376,False,False,False
dayride_type1_001.mp4#t=617.jpg,dayride_type1_001.mp4,617,train,1,0,255,84.41625904224537,43.9844222695098,False,False,False
dayride_type1_001.mp4#t=618.jpg,dayride_type1_001.mp4,618,train,1,0,255,82.5529369212963,44.88777185838447,False,False,False
dayride_type1_001.mp4#t=619.jpg,dayride_type1_001.mp4,619,train,1,1,255,100.32493561921297,48.82001700345064,False,False,False
dayride_type1_001.mp4#t=621.jpg,dayride_type1_001.mp4,621,train,1,0,255,96.36071903935185,43.24978895297867,False,False,False
dayride_type1_001.mp4#t=624.jpg,dayride_type1_001.mp4,624,train,1,17,255,107.72162615740741,43.46875124031802,False,False,False
dayride_type1_001.mp4#t=635.jpg,dayride_type1_001.mp4,635,train,1,15,255,96.74038519965278,41.93349372970727,False,False,False
dayride_type1_001.mp4#t=671.jpg,dayride_type1_001.mp4,671,train,1,0,255,72.09619719328704,38.85978601389366,False,False,False
dayride_type1_001.mp4#t=674.jpg,dayride_type1_001.mp4,674,train,1,6,255,89.70984664351852,50.35739639178721,False,False,False
dayride_type1_001.mp4#t=675.jpg,dayride_type1_001.mp4,675,train,1,10,255,71.08228334780092,33.89765468469094,False,False,False
dayride_type1_001.mp4#t=676.jpg,dayride_type1_001.mp4,676,valid,1,7,255,74.25776041666667,38.261157971331485,False,False,False
dayride_type1_001.mp4#t=684.jpg,dayride_type1_001.mp4,684,valid,1,0,255,73.87678566261575,47.30023867045535,False,False,False
dayride_type1_001.mp4#t=685.jpg,dayride_type1_001.mp4,685,train,1,0,255,54.92793836805556,40.95868549360755,False,False,False
dayride_type1_001.mp4#t=693.jpg,dayride_type1_001.mp4,693,train,1,0,255,88.29992368344908,41.07845967641115,False,False,False
dayride_type1_001.mp4#t=695.jpg,dayride_type1_001.mp4,695,valid,1,0,255,89.6439623119213,36.99477158571377,False,False,False
dayride_type1_001.mp4#t=696.jpg,dayride_type1_001.mp4,696,train,1,0,255,77.76705041956019,38.57617118084525,False,False,False
dayride_type1_001.mp4#t=697.jpg,dayride_type1_001.mp4,697,train,1,0,255,65.05748625578704,41.1152750855364,False,False,False
dayride_type1_001.mp4#t=698.jpg,dayride_type1_001.mp4,698,train,1,0,255,73.14783781828703,41.71951662353297,False,False,False
dayride_type1_001.mp4#t=734.jpg,dayride_type1_001.mp4,734,train,1,2,255,83.69919632523148,48.52811873936476,False,False,False
dayride_type1_001.mp4#t=735.jpg,dayride_type1_001.mp4,735,train,1,6,255,89.62660843460648,49.782127925727984,False,False,False
dayride_type1_001.mp4#t=748.jpg,dayride_type1_001.mp4,748,train,1,0,255,71.89183810763889,46.2534028270633,False,False,False
dayride_type1_001.mp4#t=749.jpg,dayride_type1_001.mp4,749,train,1,0,255,55.49517903645833,52.4600675739743,False,False,False
dayride_type1_001.mp4#t=750.jpg,dayride_type1_001.mp4,750,train,1,0,255,57.25233109085648,60.583146114463965,False,False,False
dayride_type1_001.mp4#t=751.jpg,dayride_type1_001.mp4,751,valid,1,0,255,74.80085901331019,70.08499462066008,False,False,False
dayride_type1_001.mp4#t=752.jpg,dayride_type1_001.mp4,752,train,1,0,255,84.46944625289352,74.84644260063196,False,False,False
dayride_type1_001.mp4#t=753.jpg,dayride_type1_001.mp4,753,train,1,0,255,93.19987666377315,78.83850283694518,False,False,False
dayride_type1_001.mp4#t=754.jpg,dayride_type1_001.mp4,754,train,1,0,255,96.82654911747686,81.54099260435943,False,False,False
dayride_type1_001.mp4#t=755.jpg,dayride_type1_001.mp4,755,train,1,0,255,97.97425564236111,82.81393383971866,False,False,False
dayride_type1_001.mp4#t=758.jpg,dayride_type1_001.mp4,758,train,1,0,255,101.1233865017361,82.82556702255997,False,False,False
dayride_type1_001.mp4#t=769.jpg,dayride_type1_001.mp4,769,train,1,0,255,98.6795066550926,47.78456556139095,False,False,False
dayride_type1_001.mp4#t=770.jpg,dayride_type1_001.mp4,770,train,1,0,255,92.19528428819444,43.70734247150911,False,False,False
dayride_type1_001.mp4#t=771.jpg,dayride_type1_001.mp4,771,valid,1,0,255,79.73370949074074,71.77378167896752,False,False,False
dayride_type1_001.mp4#t=772.jpg,dayride_type1_001.mp4,772,valid,1,0,255,78.95182834201388,41.47367527085428,False,False,False
dayride_type1_001.mp4#t=773.jpg,dayride_type1_001.mp4,773,valid,1,0,255,75.52066731770833,40.41131666985881,False,False,False
dayride_type1_001.mp4#t=775.jpg,dayride_type1_001.mp4,775,train,1,0,255,82.91153139467593,42.53218538391328,False,False,False
dayride_type1_001.mp4#t=776.jpg,dayride_type1_001.mp4,776,train,1,0,255,71.61218062789352,41.444987297319955,False,False,False
dayride_type1_001.mp4#t=777.jpg,dayride_type1_001.mp4,777,valid,1,0,255,72.06496961805556,39.938527650615285,False,False,False
dayride_type1_001.mp4#t=778.jpg,dayride_type1_001.mp4,778,train,1,0,255,83.99220449942129,44.76164610485889,False,False,False
dayride_type1_001.mp4#t=779.jpg,dayride_type1_001.mp4,779,valid,1,8,255,77.68152488425926,30.93960934571148,False,False,False
dayride_type1_001.mp4#t=780.jpg,dayride_type1_001.mp4,780,train,1,7,255,77.65740234375,32.123782091049,False,False,False
dayride_type1_001.mp4#t=781.jpg,dayride_type1_001.mp4,781,train,2,0,255,74.89561559606481,35.56687097058319,False,False,False
dayride_type1_001.mp4#t=782.jpg,dayride_type1_001.mp4,782,train,1,0,255,76.46589626736112,37.41692233792262,False,False,False
dayride_type1_001.mp4#t=783.jpg,dayride_type1_001.mp4,783,train,1,0,255,74.08472837094908,43.85952953974182,False,False,False
dayride_type1_001.mp4#t=784.jpg,dayride_type1_001.mp4,784,valid,1,0,255,76.78953956886573,40.83375000705895,False,False,False
dayride_type1_001.mp4#t=785.jpg,dayride_type1_001.mp4,785,train,1,5,255,73.33412326388888,41.78101210437928,False,False,False
dayride_type1_001.mp4#t=786.jpg,dayride_type1_001.mp4,786,train,1,0,255,63.19350188078704,29.607651216892563,False,False,False
dayride_type1_001.mp4#t=787.jpg,dayride_type1_001.mp4,787,train,1,0,255,62.50126519097222,38.485368865897584,False,False,False
dayride_type1_001.mp4#t=788.jpg,dayride_type1_001.mp4,788,valid,1,0,255,54.5557103587963,34.837325978590286,False,False,False
dayride_type1_001.mp4#t=789.jpg,dayride_type1_001.mp4,789,train,2,0,255,50.805412688078704,30.242872089309422,False,False,False
dayride_type1_001.mp4#t=790.jpg,dayride_type1_001.mp4,790,train,1,0,255,51.66775137442129,28.422138676929166,False,False,False
dayride_type1_001.mp4#t=791.jpg,dayride_type1_001.mp4,791,train,1,0,255,52.12393627025463,27.555541023857007,False,False,False
dayride_type1_001.mp4#t=792.jpg,dayride_type1_001.mp4,792,valid,1,0,255,58.40609375,29.613934503901977,False,False,False
dayride_type1_001.mp4#t=793.jpg,dayride_type1_001.mp4,793,valid,1,3,255,67.1535130931713,34.22531612430117,False,False,False
dayride_type1_001.mp4#t=807.jpg,dayride_type1_001.mp4,807,train,1,1,255,70.44946252893519,34.35500208813256,False,False,False
dayride_type1_001.mp4#t=808.jpg,dayride_type1_001.mp4,808,valid,1,0,255,71.73585286458334,39.07814381029055,False,False,False
